ID,Activated B cell,Activated CD4 T cell,Activated CD8 T cell,Activated dendritic cell,CD56bright natural killer cell,CD56dim natural killer cell,Central memory CD4 T cell,Central memory CD8 T cell,Effector memeory CD4 T cell,Effector memeory CD8 T cell,Eosinophil,Gamma delta T cell,Immature  B cell,Immature dendritic cell,Macrophage,Mast cell,MDSC,Memory B cell,Monocyte,Natural killer cell,Natural killer T cell,Neutrophil,Plasmacytoid dendritic cell,Regulatory T cell,T follicular helper cell,Type 1 T helper cell,Type 17 T helper cell,Type 2 T helper cell
ec396,-0.289217985,0.172774922,0.040454142,0.244692634,0.126225615,0.271634549,0.537317327,0.153302805,0.096180307,0.196178254,-0.115385523,0.226368015,-0.142132163,0.371073623,0.020867925,0.098707524,0.301052769,0.007081606,0.076349768,0.238217459,0.039776978,-0.124526229,0.369672054,0.118585642,-0.005343878,0.147913269,-0.193907181,0.052859854
ec398,-0.140479235,0.357503536,0.330494781,0.292967238,0.169753306,0.347984847,0.561427294,0.213382133,0.057659395,0.3313978,-0.00614037,0.270774886,0.003297339,0.305788883,0.055787765,0.184631933,0.434878879,0.071904278,0.112975343,0.341476701,0.066751848,-0.164199701,0.372840201,0.181315649,0.061367646,0.209024542,-0.205410172,0.104951734
ec400,-0.28058668,0.219094511,0.125180332,0.226314264,0.146769274,0.271007571,0.519507454,0.179760571,0.064939725,0.234851815,-0.093242747,0.262465073,-0.132784893,0.308480184,-0.010815228,0.060839301,0.342605157,-0.01584699,0.114767925,0.270442152,0.045542742,-0.049389094,0.403673664,0.154337513,-0.008695754,0.130361441,-0.188061881,0.016035881
ec402,-0.240479278,0.200348092,0.159411239,0.246222183,0.172431746,0.306262815,0.540683992,0.165866977,0.058232202,0.255681145,-0.053175837,0.241337405,-0.067464187,0.300661764,0.050348666,0.134057985,0.361260811,0.074668459,0.077049671,0.308335568,0.033344573,-0.164056818,0.398154558,0.172701814,0.054273821,0.173040606,-0.184142625,0.050105185
ec403,-0.261550758,0.212300554,0.079691513,0.236897868,0.152421413,0.281792675,0.55924528,0.143614915,0.104899527,0.243475594,-0.030388797,0.280475701,-0.144808921,0.29278221,0.045522894,0.113390142,0.338985459,0.070893814,0.082620676,0.25679623,0.08745764,-0.077150136,0.392294294,0.165525419,0.054386782,0.175902802,-0.194348539,0.145888338
ec404,-0.284851585,0.132381678,-0.012972746,0.17308844,0.146925098,0.237537584,0.514031393,0.116876037,0.044217335,0.157426082,-0.093980845,0.283564498,-0.253857861,0.31468966,-0.035735779,0.077336251,0.262888061,-0.005959708,0.128489492,0.186611991,0.064901546,0.107447336,0.413440854,0.027056745,-0.007805198,0.094492511,-0.153444482,0.064808782
ec405,-0.168411932,0.11563603,0.08716976,0.196466159,0.205873844,0.255215243,0.454978715,0.170051945,-2.39E-06,0.193648738,-0.031058882,0.235316538,-0.131086778,0.242308311,0.016717382,0.167144419,0.225491883,0.02497127,0.090384745,0.340724863,0.069879627,-0.36009444,0.424875858,0.082617404,0.001703756,0.16608352,-0.228842697,0.116871038
ec224,-0.17688975,0.18528639,0.054672988,0.116554898,0.164746065,0.246708232,0.570229775,0.144487421,0.126569338,0.201255228,-0.179350587,0.283603159,-0.225308506,0.355756154,0.034474678,0.02655178,0.273439983,0.083629939,0.166841705,0.27018378,0.062871162,-0.053465706,0.401489651,0.06502555,0.048743646,0.139691546,-0.10967831,0.106904538
ec225,-0.212406696,0.323470749,0.158625938,0.237846477,0.136537535,0.264180678,0.565704995,0.14327184,0.119487794,0.234798849,-0.105770788,0.305745049,-0.138324368,0.285606368,0.076084648,0.077821785,0.327193054,0.123508812,0.184580638,0.277865517,0.095785499,-0.204056234,0.371606505,0.224059705,0.058299386,0.177238231,-0.159153101,0.058037153
ec226,-0.205280119,0.178428332,0.122465076,0.231188449,0.157173242,0.290267032,0.577702949,0.132123298,0.147447569,0.218538278,-0.136789486,0.311506567,-0.134763472,0.298551328,0.083248018,0.04778955,0.346765486,0.155994473,0.165299158,0.317853257,0.089104838,-0.186612079,0.408286445,0.202950503,0.057494423,0.165639804,-0.171526108,0.030443498
ec227,0.044498866,0.36950965,0.352819501,0.249601895,0.196815128,0.2901416,0.585329436,0.187001876,0.152954528,0.355203413,0.039144864,0.35622144,0.051458167,0.359310551,0.161517493,0.177189948,0.452784395,0.152959288,0.210073817,0.327821229,0.125159545,0.015115935,0.424024989,0.226699461,0.197657176,0.249394784,-0.088736877,0.154819511
ec251,-0.231536481,0.23642253,0.184078855,0.21078394,0.18581403,0.309213426,0.590901606,0.133211841,0.130459712,0.301008218,0.008280891,0.335209982,-0.052513528,0.29410645,0.050424426,0.05136107,0.357773571,0.100600851,0.132836798,0.264727666,0.080846554,0.017437294,0.385411155,0.200905605,0.098264057,0.173741237,-0.110012048,0.110084893
ec253,-0.092219259,0.334681638,0.22551492,0.247920961,0.195961465,0.271642446,0.565686737,0.124568003,0.087143308,0.254498681,-0.107999068,0.290873954,-0.065173194,0.23414509,0.088358241,0.1098651,0.333973537,0.14580518,0.185957348,0.29870544,0.07600376,-0.159403294,0.41435846,0.150530462,0.080830664,0.168008778,-0.147962458,0.114693507
ec256,-0.084320343,0.307591396,0.25662815,0.205802892,0.192461655,0.313123749,0.558729207,0.147898163,0.067806539,0.296133606,-0.061583386,0.302566584,-0.077702795,0.281086475,0.012895717,0.07517828,0.347846509,0.120132923,0.115620374,0.281479424,0.075795593,-0.05690346,0.347061612,0.079843609,0.035238468,0.177263098,-0.155774414,0.139497158
ec258,-0.133199827,0.359900301,0.241933539,0.258979583,0.182707901,0.300443743,0.553784361,0.175075716,0.088405943,0.236768947,0.004420963,0.318424422,-0.079977009,0.270673559,0.077307903,0.156542577,0.311587666,0.094978487,0.118547389,0.290897092,0.10723743,-0.190660817,0.371834074,0.215687584,0.074658249,0.171293614,-0.109504665,0.146326799
ec259,-0.162565785,0.197735977,0.186846441,0.238791074,0.185999212,0.301821298,0.49721881,0.131489836,0.104161837,0.226963418,-0.105143023,0.282212304,-0.103567341,0.201697804,0.021756527,0.158556126,0.288564632,0.048836955,0.109618414,0.326413246,0.079177956,-0.383133043,0.438063671,0.122274028,0.02176921,0.181425078,-0.208745333,0.054444331
ec260,-0.170180946,0.278621966,0.247360341,0.289856523,0.215116259,0.325105301,0.604591888,0.220470232,0.212260852,0.287941196,-0.032697594,0.375606102,-0.0516519,0.308731286,0.172009128,0.163324273,0.440520206,0.130047786,0.176880606,0.34358675,0.103275034,0.007787569,0.398965166,0.286032756,0.126496445,0.227314343,-0.108060498,0.087824369
ec261,-0.23584316,0.213081573,0.045661183,0.164056043,0.213849859,0.25718069,0.599467419,0.120423424,0.126518698,0.217293713,-0.130110289,0.346633436,-0.146095637,0.257374834,0.018812598,0.031731282,0.294696207,0.099251196,0.149799581,0.245884694,0.095515636,-0.02624654,0.407394773,0.117141154,0.074159344,0.133507464,-0.150535407,0.088930266
ec262,-0.118427431,0.39547688,0.276603921,0.280149656,0.184404119,0.321017593,0.561833104,0.160361089,0.164866448,0.299245267,-0.116905829,0.325633204,-0.007704483,0.319276335,0.117492161,0.081686067,0.393738991,0.077514237,0.142067794,0.287150372,0.098576292,-0.117921462,0.368673309,0.207758461,0.105625023,0.180960158,-0.143437043,0.14796637
ec264,-0.074007606,0.354405067,0.253328682,0.249404019,0.172765311,0.270008225,0.58576191,0.124800736,0.153293014,0.264924115,-0.107717434,0.31864594,-0.004408566,0.263961688,0.065865455,0.107123957,0.30918354,0.050340739,0.159289937,0.320190651,0.074214568,-0.207755554,0.388565684,0.162467895,0.037701396,0.176674831,-0.213278795,0.072889051
ec265,-0.129546076,0.360580263,0.248519832,0.256428069,0.156763498,0.264580868,0.615717389,0.13003094,0.215269245,0.281176741,-0.091881489,0.334760445,-0.055654498,0.353671792,0.111373364,0.121956728,0.370574839,0.118043166,0.143745883,0.290471994,0.125213685,-0.039033168,0.411038898,0.182154594,0.10645469,0.175146113,-0.158695767,0.117576695
ec266,-0.196330068,0.295971488,0.137574663,0.251126028,0.156130524,0.279359749,0.565679356,0.12490704,0.132217416,0.237732456,-0.100687208,0.380716472,-0.119161456,0.249134576,0.074262667,0.092892137,0.269945716,0.073915787,0.18448009,0.274725691,0.093000543,-0.113129029,0.412769202,0.170393534,0.052605216,0.161926462,-0.109415604,0.134214
ec269,-0.115018606,0.358596394,0.333767848,0.226269149,0.204480195,0.321513615,0.510787664,0.119850329,0.063878194,0.253164255,0.021004873,0.320860401,-0.063897074,0.238746994,0.072510729,0.163389829,0.284697868,0.138758069,0.14625351,0.344911799,0.077759677,-0.250223571,0.385354172,0.103738349,0.068376714,0.152749571,-0.162819575,0.144806204
ec273,-0.106049095,0.30018774,0.226224344,0.207986404,0.181730596,0.26202989,0.559957721,0.122181366,0.142777448,0.257381335,-0.110291997,0.292805954,-0.113163469,0.332939488,0.050945248,0.06086541,0.33636294,0.059326969,0.10166832,0.226542629,0.050824912,-0.050893747,0.348988217,0.053652512,0.055241667,0.160733845,-0.141591878,0.138149549
ec274,-0.097670318,0.299813291,0.171302619,0.229099857,0.201970494,0.270497485,0.561961219,0.112781105,0.120558268,0.272859643,-0.043736434,0.343404188,-0.088246653,0.309053913,0.100934921,0.086735527,0.341536798,0.106819558,0.152070492,0.252457458,0.050639416,-0.106185707,0.434653669,0.130611871,0.079331374,0.154492725,-0.094889207,0.079066356
ec275,-0.238782823,0.296344679,0.139015743,0.251361249,0.140227765,0.244703093,0.554809011,0.107022807,0.104411475,0.25178216,-0.081967041,0.323267754,-0.13958848,0.300973284,0.004288538,0.037904311,0.281409097,0.050234478,0.133676849,0.243414291,0.061428431,-0.130358156,0.375829568,0.101134133,0.0404888,0.135506222,-0.126166408,0.007373742
ec277,-0.017801261,0.390940248,0.32392884,0.275785373,0.146031408,0.355124964,0.572443495,0.12576481,0.179291993,0.284469814,-0.115279242,0.282192524,0.034726256,0.231711859,0.099610555,0.074666872,0.323575412,0.108381409,0.143773024,0.324249811,0.092258951,-0.348328502,0.373446313,0.18280353,0.074274277,0.226009374,-0.126125264,0.144156082
ec279,0.095861906,0.309177925,0.285388212,0.254772749,0.203199426,0.316050182,0.557425888,0.143441401,0.125250545,0.318143687,0.047535639,0.306442153,0.051926674,0.276109559,0.060540305,0.089701832,0.385181193,0.089060606,0.123681543,0.28907997,0.061981813,-0.069791939,0.352643874,0.128866839,0.128284432,0.208891721,-0.172769833,0.17218824
ec280,-0.171480085,0.254973717,0.281038951,0.257455679,0.194030146,0.382352159,0.576750081,0.174508783,0.150592799,0.355629514,-0.049811049,0.312453174,-0.028942772,0.241897501,0.146803845,0.121471001,0.442608745,0.164658727,0.185933395,0.293316264,0.093312881,-0.208423864,0.366757553,0.298156063,0.136408343,0.212488718,-0.213059172,0.17610706
ec281,-0.25502633,0.111704311,0.024911591,0.14729809,0.178186684,0.238576626,0.567150472,0.133133009,0.073103167,0.185876827,-0.194737451,0.292381536,-0.257538632,0.256404052,-0.05149293,-0.009854157,0.235238141,0.068227187,0.148469728,0.236746091,0.056731464,-0.124002054,0.330861432,0.023132884,0.035382868,0.092679296,-0.1037547,0.083872683
ec284,-0.151369336,0.277427852,0.122902947,0.213417875,0.16217245,0.251240855,0.585328534,0.130716936,0.113102653,0.255307567,-0.087894247,0.31954025,-0.128437994,0.249427229,0.041325813,0.061403777,0.340139818,0.083556066,0.137789808,0.28041706,0.059750694,-0.128035977,0.346423582,0.109371156,0.063751591,0.178372036,-0.175714824,0.124753916
ec285,-0.095335973,0.251729411,0.196363246,0.214501467,0.178037134,0.281261473,0.591301539,0.132659307,0.166668193,0.296164867,-0.078755172,0.341646287,-0.082953552,0.298271336,0.097904183,0.080491292,0.373980089,0.140485931,0.151984547,0.330301227,0.092430305,0.021161399,0.431697615,0.162487185,0.103880185,0.193729477,-0.133376691,0.074508143
ec287,-0.226544643,0.245500177,0.019712369,0.121239427,0.120561958,0.255563825,0.50677878,0.061961018,0.139014506,0.108202425,-0.219759459,0.277169081,-0.242146924,0.298221362,0.004536494,0.025070421,0.184663322,0.102640776,0.140090484,0.226508711,0.035779861,-0.285353196,0.389469775,-0.052754684,0.017539681,0.071749573,-0.185692331,0.072464219
ec288,-0.073544816,0.374012371,0.310250875,0.299687572,0.175052053,0.275917914,0.544502651,0.158690246,0.089815073,0.327365319,-0.145640692,0.336809729,-0.014433247,0.289909313,0.087370358,0.095877304,0.375769652,0.061782351,0.136704478,0.326161006,0.132931029,-0.098635747,0.432489715,0.180966024,0.1380576,0.167059927,-0.137698588,0.070203062
ec29,-0.179527756,0.264410104,0.042853201,0.171822544,0.149727772,0.225076209,0.555288737,0.147356314,0.099492134,0.214428651,-0.092994419,0.340495008,-0.207428552,0.307157257,0.016268455,0.014545462,0.280183997,-0.02287261,0.190702577,0.243256626,0.078897353,-0.004916332,0.391731523,0.097005825,0.052736812,0.104051551,-0.134625974,0.052594194
ec30,-0.257473879,0.270856532,0.127825866,0.189778272,0.170793468,0.240561851,0.485010839,0.138646502,0.001384405,0.26679422,-0.13930163,0.281744495,-0.029501296,0.19939353,0.031734199,0.109877216,0.31836768,0.003542413,0.11412302,0.325053792,0.092521201,-0.286114619,0.404706618,0.171402745,0.085488044,0.161414787,-0.130031392,0.043100333
ec68,-0.262685134,0.269594416,0.149017544,0.146473002,0.144618723,0.231196004,0.526119628,0.138901777,0.073781317,0.205547363,-0.195997662,0.263966531,-0.199921968,0.243083062,-0.029909946,0.053361539,0.242943254,0.098559721,0.133773627,0.276226289,0.07592021,-0.280604623,0.366204857,0.043876354,-0.008587922,0.141497885,-0.178629731,0.077283634
ec80,-0.298165745,0.202505566,-0.010855127,0.167747446,0.156088597,0.237985216,0.4995867,0.168558335,0.060232101,0.18495283,-0.212835242,0.266124851,-0.222842725,0.175272601,-0.026562589,0.067848401,0.268767602,0.083065236,0.102701366,0.2066809,0.081966221,-0.164001832,0.38055842,-0.00100868,0.052858046,0.108439258,-0.130191222,0.026932584
ec81,-0.240619691,0.160319583,0.024847282,0.144701881,0.168853528,0.250003379,0.426761334,0.091040173,0.036517878,0.168495637,-0.134830223,0.188658369,-0.113953987,0.14922002,0.014426908,0.198505936,0.225965877,0.050469145,0.111437306,0.240587793,0.073911041,-0.25409004,0.38783938,0.00898715,-0.024507017,0.102908955,-0.230824809,0.030839063
ec108,-0.26431489,0.242577825,0.052138924,0.161003706,0.134281063,0.312305296,0.452977054,0.06274596,0.186080453,0.090220116,-0.18445952,0.250422229,-0.22743027,0.30122411,-0.019344976,0.025655533,0.197496526,0.065806963,0.144189166,0.183626017,0.075821662,-0.317558649,0.297306073,-0.040972922,-0.023638037,0.08277065,-0.207562279,0.035002531
ec119,-0.096731866,0.269875444,0.280356836,0.254614612,0.167364024,0.284990686,0.459465853,0.192550766,0.080254898,0.305872279,-0.049879742,0.281535052,0.078097322,0.199522376,0.038405686,0.20843345,0.367028803,0.164732223,0.104170667,0.354335646,0.082532722,-0.302780075,0.390547582,0.210419758,0.119025234,0.210324549,-0.13064082,0.107317778
ec120,-0.222024856,0.25216082,0.205659992,0.284578119,0.191683259,0.289666968,0.531738659,0.17437418,0.072864444,0.309556458,-0.146026054,0.285382485,-0.092979444,0.265017205,0.049202738,-0.003844591,0.302451461,0.103162776,0.120770991,0.236792101,0.060228433,-0.10311653,0.379765943,0.036724482,0.057364593,0.183483084,-0.115796376,0.127981321
ec122,-0.275551506,0.357494401,0.250337043,0.224273008,0.209774191,0.284387867,0.519141283,0.183041936,0.064051694,0.213671717,-0.136513203,0.276492992,-0.139445655,0.284140718,-0.023057673,0.05853133,0.315360332,0.093520061,0.126380257,0.183823884,0.062988431,-0.091893475,0.314459441,0.054920983,0.01226625,0.132051112,-0.150949824,0.124258642
ec131,-0.198363183,0.229509721,0.235682801,0.301782703,0.210303996,0.318656041,0.533151358,0.129026241,0.045783309,0.289262256,-0.19735938,0.303889575,-0.044480096,0.180987552,0.008486258,0.023007976,0.276268956,0.091180608,0.114888708,0.290332625,0.111536019,-0.283315794,0.340639025,0.087463449,0.046207282,0.172771278,-0.131294081,0.086387595
ec132,0.036396786,0.359729866,0.370112854,0.290902809,0.206719385,0.341729593,0.577359762,0.1471809,0.173557477,0.398256472,0.010911537,0.33438597,0.051248772,0.299361376,0.154735307,0.207965639,0.456012576,0.143603638,0.193138907,0.377198191,0.120627318,-0.031488022,0.44547107,0.261507385,0.184445132,0.228180217,-0.136881853,0.154685652
ec134,-0.251114257,0.01074232,0.032174642,0.182167272,0.214183417,0.21693704,0.49457303,0.128374663,-0.041186902,0.240760843,-0.154422447,0.172288902,-0.096458906,0.257452974,-0.01748459,0.109801101,0.269901009,0.118261797,0.101990629,0.310036975,0.031908358,-0.29874309,0.41367259,0.05281033,0.027198631,0.1506827,-0.198199257,-0.028937404
ec135,-0.24481006,0.265303975,0.060253491,0.162282268,0.174353107,0.259602599,0.527206104,0.065304626,0.04974646,0.200643974,-0.135240197,0.224304781,-0.153426354,0.285426356,-0.030407084,0.128011828,0.233776155,0.067112906,0.129523613,0.211120133,0.084064279,-0.14900577,0.412058589,-0.032993974,-0.013151786,0.122317258,-0.199518861,0.078578974
ec142,-0.299867707,0.158360844,-0.027336108,0.171397247,0.198109333,0.247285852,0.511509539,0.071435642,0.028581237,0.165982775,-0.134508524,0.287166356,-0.211323353,0.334889319,-0.016892615,-0.009033707,0.145363053,0.096917654,0.143597136,0.251078845,0.059166189,-0.34142784,0.388149807,-0.022840472,-0.007390093,0.076900376,-0.171084176,0.040193842
ec148,-0.251475073,0.1706117,0.008241074,0.128957973,0.160785277,0.234700417,0.501707292,0.129699254,0.046591228,0.188410639,-0.139209925,0.214258943,-0.10772365,0.182670054,0.079658877,0.10349807,0.252834536,0.194840728,0.112420692,0.259123614,0.0888983,-0.288374648,0.454179897,0.08812055,0.061446498,0.10210943,-0.193509478,0.047843949
ec136,-0.293740419,0.22078349,0.149292779,0.208155815,0.207918223,0.259532947,0.53882808,0.073690022,0.0617653,0.246550238,-0.138720815,0.296632669,-0.151265565,0.180265333,-0.015412831,0.071610393,0.258887448,0.028419169,0.148005565,0.313496669,0.095832304,-0.208928876,0.424039037,0.108078069,0.035991492,0.14270683,-0.163527091,0.043234829
ec146,-0.300502997,0.263382407,0.011912527,0.193656988,0.197941058,0.23724577,0.541656079,0.116737429,0.109180519,0.233966674,-0.127179654,0.331640405,-0.156978207,0.222438046,-0.025573896,0.018532544,0.29053069,0.092797371,0.101220653,0.27167949,0.082148682,-0.05530496,0.408095351,0.092766089,0.038362105,0.095393002,-0.13647986,0.084915503
ec205,-0.104276963,0.315600311,0.240671873,0.225336947,0.210713252,0.292680673,0.55677555,0.130068619,0.137748121,0.304187771,-0.018969628,0.332466125,0.001168922,0.250090477,0.098286002,0.158943165,0.40569868,0.100521097,0.177281609,0.353210487,0.12315635,-0.060385596,0.423203529,0.243908571,0.139063919,0.200620849,-0.139779333,0.107806807
ec206,-0.149747839,0.235313679,0.169895201,0.254479168,0.143929718,0.256341452,0.570106835,0.124105276,0.087395048,0.284943874,-0.065250949,0.339334949,-0.094627229,0.285862504,0.047336906,0.130866664,0.369578686,0.074238149,0.176569879,0.288493103,0.124146753,-0.010096777,0.444987712,0.169528302,0.075273141,0.178848628,-0.096607033,0.052995008
ec207,-0.248154115,0.278069219,0.162256118,0.197760205,0.210006414,0.277991713,0.545530992,0.106686402,0.14381734,0.260967492,-0.055786996,0.36799634,-0.140416562,0.248791184,0.046935103,0.072469406,0.336609449,0.095438078,0.161168691,0.323077032,0.129401099,-0.081703183,0.354398728,0.178191454,0.053538587,0.188228438,-0.130906258,0.102447193
ec208,-0.247725401,0.20363711,0.127643253,0.211421074,0.216938837,0.277519191,0.558642181,0.102257128,0.083314488,0.264006861,-0.122455146,0.369615511,-0.127933296,0.27006049,0.072010861,0.135505965,0.363053044,0.125093871,0.156808572,0.348791495,0.111286087,-0.135586216,0.378428701,0.178304293,0.042007389,0.173094163,-0.142094286,0.06437228
ec210,-0.223414776,0.248997935,0.215729607,0.217354165,0.218225576,0.277946914,0.509068089,0.172405281,0.129746507,0.298953265,-0.137378025,0.323717004,-0.036630883,0.259128766,0.019300434,0.03538557,0.35424686,0.096667371,0.119500596,0.279294752,0.121206715,-0.096398958,0.355553058,0.159367159,0.069243889,0.171314597,-0.137514029,0.095326791
ec211,-0.177756417,0.206081582,0.134912233,0.159952338,0.192748006,0.315735771,0.482990239,0.170731319,0.151919589,0.131254953,-0.19050398,0.298133234,-0.222463743,0.133623055,0.019961445,0.086657283,0.277269498,0.122634836,0.125600582,0.326798822,0.057026301,-0.200900652,0.333531532,0.125418289,0.005834365,0.129309179,-0.140565252,0.114431569
ec212,-0.156151399,0.304478802,0.37538859,0.282719983,0.237318283,0.363862962,0.572859553,0.21113449,0.207417325,0.349177568,-0.013430663,0.399733971,-0.032783929,0.219317859,0.1762105,0.209724454,0.467638064,0.150861535,0.171282172,0.348025175,0.129899667,-0.104583734,0.381541622,0.344098571,0.132021351,0.253210192,-0.136293729,0.154771844
ec214,-0.112887763,0.302330972,0.417771606,0.280838884,0.180022178,0.365522866,0.546483179,0.171503123,0.129667756,0.376471295,-0.040852728,0.352112386,0.052286367,0.237435421,0.112194382,0.198411357,0.445072761,0.153738107,0.15585892,0.342609538,0.131274925,-0.18387509,0.366869105,0.319684123,0.149722762,0.251193301,-0.173677728,0.116046268
ec215,-0.211149291,0.290295148,0.22340778,0.283504225,0.18957021,0.280599361,0.569404203,0.190979247,0.124712008,0.228641544,-0.028074454,0.309395546,-0.126397645,0.294704692,0.083364593,0.056479136,0.340250578,0.104566785,0.172392325,0.278468278,0.07836135,-0.225851483,0.427844592,0.140595783,0.04070712,0.164655703,-0.157580341,0.061480961
ec216,-0.182595673,0.284633552,0.170995564,0.207715799,0.172669016,0.294427512,0.579158485,0.190095089,0.151704214,0.27715798,-0.094472589,0.396823501,-0.140003643,0.299173494,0.084747408,0.074103121,0.346998693,0.098122813,0.130533181,0.255665469,0.124852015,-0.015348118,0.410046585,0.205760326,0.083873372,0.15876322,-0.117011589,0.090505164
ec218,-0.211199265,0.341473709,0.280385162,0.254429637,0.207070636,0.289570376,0.55905566,0.144766871,0.09541403,0.297709755,-0.104053426,0.3665968,-0.070225077,0.310292452,0.067975022,0.093499049,0.340990738,0.153371277,0.183620622,0.333873983,0.121898876,-0.265201553,0.377149685,0.209972058,0.090997388,0.158238682,-0.147463297,0.106693193
ec219,0.00504394,0.376796651,0.348814836,0.277457785,0.208640885,0.317031785,0.549065081,0.150354123,0.205649341,0.339562142,0.010222375,0.372390126,0.058275923,0.251236578,0.149376304,0.213057188,0.432598828,0.170600151,0.188519182,0.358145636,0.122968501,-0.034204267,0.463631932,0.29894415,0.149326499,0.221676961,-0.124328594,0.131197832
ec220,-0.197647821,0.209480191,0.122101384,0.175422123,0.16494118,0.252656751,0.564664119,0.100505866,0.102045505,0.254311176,-0.118869053,0.36272956,-0.152137683,0.288304938,0.000163384,0.058879264,0.338953903,0.10533669,0.164149835,0.290770679,0.053506962,0.039994149,0.412978981,0.117445857,0.041314171,0.122531329,-0.125924234,0.060743021
ec221,-0.256761525,0.263413455,0.19181643,0.263643196,0.187147678,0.236378605,0.528341211,0.162354474,0.116665428,0.255531872,0.018524447,0.331739085,-0.144170215,0.309368435,0.047265618,0.039810211,0.281530464,0.019548385,0.112779625,0.199616749,0.062499956,-0.04159249,0.396566208,0.082752895,0.050703252,0.095374596,-0.085275,0.108755047
ec222,-0.223302953,0.286596685,0.176450576,0.233891085,0.148863635,0.303338525,0.588147585,0.150653503,0.154835952,0.231966252,-0.142964482,0.374920967,-0.121486446,0.255706855,0.061457049,0.051578388,0.334798042,0.164553155,0.137133128,0.279016468,0.086388546,-0.154328733,0.43502803,0.18100119,0.072143295,0.160993081,-0.108806943,0.119800117
ec223,-0.024892995,0.267090858,0.283293968,0.263523683,0.153568853,0.353617413,0.57816938,0.133849596,0.158171645,0.28159965,-0.075082974,0.355351391,0.004919295,0.26233706,0.109497332,0.186201951,0.422033481,0.177969096,0.184914772,0.382605469,0.133260854,-0.175876633,0.409445568,0.241372249,0.092998031,0.20260382,-0.175930705,0.074163041
ec236,0.02350601,0.257825595,0.418540535,0.27252605,0.159868105,0.390832523,0.535981697,0.149569071,0.071300175,0.372023831,-0.00724037,0.317643516,0.077428793,0.262061006,0.064171012,0.136308973,0.440454697,0.112257128,0.189106348,0.295357157,0.120585799,-0.070209055,0.363718745,0.184079404,0.156793667,0.224202809,-0.149067759,0.102563311
ec239,-0.209306065,0.2677256,0.163289776,0.241826455,0.146431161,0.290567257,0.556785921,0.126617042,0.153419632,0.260943991,-0.062440212,0.296460614,-0.124199061,0.308099646,0.045500102,0.048317503,0.35049488,0.028962412,0.150353303,0.221198283,0.091673036,-0.054819336,0.393224731,0.170211866,0.073350503,0.13424844,-0.157987114,0.163087109
ec241,-0.008384113,0.336653668,0.260191327,0.242873035,0.162312519,0.319935435,0.572414136,0.159536603,0.150063591,0.306257393,0.017534725,0.35704495,0.008310816,0.296721465,0.109509225,0.158943131,0.41767925,0.059780349,0.195406916,0.264597868,0.086437267,0.019119145,0.449658067,0.210655149,0.125001186,0.211821762,-0.119653114,0.144018409
ec243,-0.134702304,0.324716043,0.229761431,0.240694152,0.166858848,0.330412789,0.518467297,0.144723798,0.067706921,0.33080104,-0.101711524,0.340097567,-0.087785226,0.239222121,0.018718401,0.059817385,0.354962736,0.081198459,0.168427152,0.250262045,0.08079206,-0.118329754,0.350240095,0.161066072,0.079910774,0.185778167,-0.116503096,0.160768497
ec245,-0.000787882,0.254946738,0.306041036,0.246449943,0.185348277,0.335499807,0.608017672,0.204157092,0.106385224,0.32428459,-0.02443521,0.353503221,0.011933924,0.256058102,0.141890815,0.188211673,0.439022935,0.166495634,0.209575429,0.310353946,0.081590275,-0.01310118,0.429106015,0.28475474,0.138294637,0.200957311,-0.155293989,0.067634892
ec246,-0.071468484,0.275760902,0.438936954,0.260001739,0.176702827,0.335954024,0.574978426,0.13412717,0.11596217,0.3779776,-0.027101553,0.325046491,0.007178773,0.242995133,0.108971641,0.139847373,0.441776426,0.135132134,0.162156398,0.313741128,0.121370532,-0.155227574,0.371047639,0.236902673,0.136730893,0.241706902,-0.139519467,0.103231535
ec247,-0.116441882,0.294149423,0.29421026,0.329858451,0.207843479,0.295688575,0.564312995,0.096138907,0.095338823,0.361247887,-0.072653241,0.305615466,-0.040168184,0.212009194,0.003705999,0.069224325,0.350233419,0.088149559,0.087629363,0.245844717,0.085887808,-0.063531569,0.324225892,0.160981275,0.122467174,0.156755445,-0.094913921,0.131988593
ec249,-0.127689138,0.231551006,0.182682924,0.223959288,0.196703452,0.256525059,0.546442308,0.132234391,0.072646186,0.292081007,-0.109515789,0.284033819,-0.056671477,0.270663856,0.026025378,0.0527415,0.34611796,0.124496892,0.114918165,0.218327176,0.106253645,-0.121785471,0.369754784,0.126855146,0.079326503,0.167378908,-0.127965552,0.14635097
ec228,0.195599047,0.418708368,0.398850907,0.247455389,0.137666582,0.299848495,0.516290743,0.129028467,0.135452189,0.354951713,-0.011491626,0.339108788,0.155459862,0.275986191,0.129040461,0.15994284,0.437186608,0.163258077,0.185757191,0.363815529,0.118949761,-0.283885344,0.441744006,0.241570828,0.155208754,0.268781036,-0.165142395,0.121276137
ec229,-0.196989356,0.191827326,0.111217033,0.238951526,0.16234856,0.265119771,0.565056368,0.134424738,0.111664831,0.272120591,-0.112969846,0.357825345,-0.110562896,0.290776797,0.079975673,0.0519784,0.334442735,0.075530742,0.160396466,0.265411118,0.104400759,-0.071586089,0.418042501,0.231963779,0.080211359,0.176967331,-0.165978807,0.064252174
