p.value	HR	Low 95%CI	High 95%CI	coef	Gene	type
SLC19A1	0.663553428805779	1.06546853547785	0.800673280040647	1.41783574947784	0.0634146418322379	SLC19A1	None
SLPI	0.0196810948393093	0.881404211402416	0.792691317350791	0.980045279761939	-0.126238948502597	SLPI	Protective
SPAG5	0.893294944525765	0.985570932611958	0.796997262338663	1.21876210761293	-0.014534178711688	SPAG5	None
SPC25	0.442354887555691	1.09301441679119	0.871123614971828	1.37142478378573	0.08893939921829	SPC25	None
SPDL1	0.0807949305241286	1.280102834635	0.970206122029235	1.68898467040511	0.246940414263072	SPDL1	None
STEAP4	0.451909401626629	0.96450253260906	0.877820084006241	1.05974464740394	-0.0361428208139218	STEAP4	None
TACSTD2	0.0686196876504323	0.820957063844572	0.663893235113772	1.01517904540901	-0.197284468285118	TACSTD2	None
TAF1A	0.610627812357599	1.06346192338343	0.839192981617185	1.34766530137914	0.0615295518986651	TAF1A	None
TCF3	0.842680470994667	1.02955645426699	0.772187269338956	1.37270651124596	0.0291280825698953	TCF3	None
TEC	0.398290952124191	0.931548726331614	0.790225660582508	1.0981458497442	-0.0709067807738456	TEC	None
TGIF2	0.398427553400693	1.09240616970809	0.889801108713763	1.34114379936133	0.0883827584484902	TGIF2	None
THSD4	0.993549572192218	0.999392660620824	0.86252388666698	1.15798032442016	-0.000607523884445861	THSD4	None
TJP3	0.805962577223792	0.978301807578367	0.821211491613031	1.16544207732798	-0.0219370598475927	TJP3	None
TMEM177	0.624943048714435	0.94719162031221	0.762027385539903	1.17734871818815	-0.0542538616902941	TMEM177	None
TMPRSS11A	0.329261304067783	0.948522924225102	0.852977247169709	1.05477108652763	-0.0528493209744061	TMPRSS11A	None
TMPRSS11F	0.142857450346632	0.939436815188489	0.864119829263015	1.02131845589539	-0.0624747160480542	TMPRSS11F	None
TOP2A	0.374699929821319	1.15059161360632	0.844137387591325	1.56830046952276	0.140276256707054	TOP2A	None
TTC22	0.0303459438927976	0.775428755798194	0.615984673717578	0.976144019444255	-0.254339169317915	TTC22	Protective
TUSC3	0.239395650011923	1.13473473354024	0.919272418404167	1.400697866839	0.126398908675254	TUSC3	None
TYMS	0.113748593737602	1.21923087862035	0.953681830635438	1.55872104052865	0.198220232581906	TYMS	None
UBE2T	0.94670440938875	0.993917701141624	0.831118942140528	1.18860532055545	-0.00610087138547922	UBE2T	None
ABHD13	0.352497367534087	1.07604378631337	0.922000419579716	1.25582397304268	0.0732911545114198	ABHD13	None
ABR	0.382137103493339	1.17022340259679	0.822561722541755	1.66482681415519	0.157194672972902	ABR	None
ACAT1	0.241854637729794	0.899967800799516	0.754349497505107	1.07369600583638	-0.105396293187262	ACAT1	None
APMAP	0.41326344629705	1.11971203564354	0.854021867119147	1.46805964933225	0.113071541215743	APMAP	None
APOLD1	0.726869955200039	1.04531391749465	0.815170784626666	1.34043222195267	0.0443172398222897	APOLD1	None
AQP5	0.932935482704243	0.99070617720398	0.797072771478112	1.23137907186317	-0.00933727983133204	AQP5	None
ARHGAP32	0.48996299107899	0.931048521328333	0.76012367855511	1.1404082960755	-0.0714438856320585	ARHGAP32	None
ARPC1B	0.464087140591914	1.08832693053414	0.867665593099095	1.36510600068313	0.0846415909196785	ARPC1B	None
ASF1B	0.800197194714113	1.03016708598796	0.818369884930509	1.29677819845855	0.029721008491181	ASF1B	None
ASPM	0.491761263599604	1.08692804017993	0.857035978583938	1.37848654438219	0.0833554055612819	ASPM	None
ASXL1	0.605759367589641	1.06315501146622	0.84255696544906	1.34150998063771	0.0612409132498212	ASXL1	None
AURKB	0.892798102642769	0.984232070792921	0.781106606422771	1.24017997186547	-0.0158935654350303	AURKB	None
B2M	0.62352246157583	1.09845361008456	0.754996684216465	1.59815315581155	0.0939033817137182	B2M	None
BBIP1	0.80332018064583	1.03363296354054	0.796723691598519	1.34098824295536	0.0330797455080036	BBIP1	None
BCAT1	0.109784202223949	0.878340566441052	0.749230119834083	1.02969986154165	-0.129720871671441	BCAT1	None
BID	0.743017660462329	1.04304058196107	0.810766116498031	1.3418588091925	0.042140084140962	BID	None
BIRC5	0.779417349737634	0.980910405153346	0.857140885201999	1.12255200930165	-0.019274153706537	BIRC5	None
BRCA1	0.814019116967448	1.03466007505058	0.778949120051218	1.37431501409653	0.0340729428695994	BRCA1	None
BRCA2	0.53779453470772	1.07736944579471	0.849989224314045	1.36557604441247	0.0745223716591845	BRCA2	None
C10orf113	0.352197023089581	0.929834583429893	0.797710182183746	1.08384269356498	-0.0727485759347805	C10orf113	None
C12orf29	0.863100837180223	0.983677964073454	0.815856007129201	1.18602097496165	-0.0164567077782193	C12orf29	None
C16orf59	0.793062197278638	1.02548697953236	0.849706472055853	1.23763155839687	0.0251676017479444	C16orf59	None
C1QB	0.552167310549968	1.06458632241772	0.866109001702131	1.30854665596543	0.0625862940483233	C1QB	None
C4orf32	0.74286548045249	0.96901455327464	0.802901397444019	1.16949504316129	-0.0314756483448751	C4orf32	None
CACNB2	0.309443440750312	1.09853743179594	0.916450966630686	1.31680202541936	0.0939796876337917	CACNB2	None
CAMK2N2	0.795267597916768	0.981179962057391	0.850006005028294	1.13259684313748	-0.0189993886801691	CAMK2N2	None
CCDC150	0.102303340530655	1.17892773225609	0.967671655630642	1.4363039258153	0.164605323880208	CCDC150	None
CCDC71L	0.856667370229985	1.02342471532036	0.796040232575103	1.31576031595833	0.0231545673027949	CCDC71L	None
CCNB1	0.993747233009431	0.998950768567688	0.768281575809317	1.29887617957098	-0.00104978226094296	CCNB1	None
CCNB2	0.949035772540802	0.993474543688515	0.81277712538747	1.21434479161379	-0.00654684017861225	CCNB2	None
CCNF	0.107799187714289	1.23670154099663	0.954588653656764	1.6021882259386	0.212447787820433	CCNF	None
CD14	0.417955878235993	1.09368801124291	0.880601573443781	1.3583367348058	0.0895554816485216	CD14	None
CDC20	0.757117016149049	0.962879476633062	0.757635808833438	1.22372368849449	-0.0378270290838687	CDC20	None
CDC7	0.580982068760589	1.07571665689009	0.830117244730862	1.39397938454581	0.072987097034356	CDC7	None
CDCA8	0.960289263653327	0.99345215148327	0.767077545054731	1.28663286215257	-0.00656937971698592	CDCA8	None
CDK1	0.736462825456789	1.03684267174851	0.839853553616758	1.28003593165618	0.0361802029337793	CDK1	None
CDT1	0.941387036396388	1.00586280788139	0.860725216639733	1.17547385474418	0.00584568850242522	CDT1	None
CEACAM8	0.270958623341599	0.898360461083516	0.74229110183669	1.08724396135325	-0.107183886896473	CEACAM8	None
CENPA	0.931016428117883	0.989616780563049	0.781331676145311	1.25342591663958	-0.010437501132661	CENPA	None
CENPE	0.832973859935639	1.02328472645364	0.82621092108558	1.26736600142912	0.0230177732233977	CENPE	None
CENPL	0.424079122398976	1.07844050031941	0.896154970878861	1.29780445405397	0.0755160164048746	CENPL	None
CENPN	0.678356673846842	1.03658105578093	0.874701661988015	1.22841916495481	0.0359278512649007	CENPN	None
CEP55	0.616499064578069	1.06886692656943	0.823626459863077	1.38712943596289	0.0665991402617911	CEP55	None
CERS2	0.139755700824011	1.32427377335943	0.912182581536621	1.92253290328503	0.280864213601111	CERS2	None
CLSPN	0.376112398248531	0.91149847078459	0.742399657795504	1.11911347684309	-0.0926653625558958	CLSPN	None
CMSS1	0.66441801306202	1.0584513684202	0.818860883156497	1.36814362775768	0.0568068666735601	CMSS1	None
CNKSR3	0.200301197903783	0.839817922419033	0.64292256059545	1.09701258914138	-0.174570169665371	CNKSR3	None
COA6	0.838933858527159	0.974511710258066	0.759737034206829	1.25000234379987	-0.0258187434232263	COA6	None
DARS2	0.542374457725195	1.10807810624816	0.79649198058502	1.54155612294385	0.102627078844334	DARS2	None
DBF4	0.171732489034967	1.11325234813945	0.954492149263044	1.29841905100516	0.107285774482619	DBF4	None
DDIAS	0.418403066722706	0.926564625510284	0.770273311067102	1.11456802788306	-0.0762714833846232	DDIAS	None
DDX11	0.321349315864668	1.1393388202421	0.880409418727667	1.47441965033337	0.130448111907869	DDX11	None
DEPDC1B	0.886695708414965	1.01670730224088	0.809492145810317	1.27696574176787	0.0165692705697173	DEPDC1B	None
DSPP	0.475613760078128	0.943550755624315	0.804329561248729	1.10686971029267	-0.0581051205761151	DSPP	None
E2F7	0.518434679728088	0.913870843093565	0.695288902202191	1.20116963640774	-0.0900660270387585	E2F7	None
ECE2	0.241771092901604	0.893795729909478	0.740616431613223	1.07865660644917	-0.112278019950589	ECE2	None
ECT2	0.498986614901227	0.919133268622381	0.71980205313517	1.1736642897986	-0.0843241523170347	ECT2	None
EIF5A2	0.270994002719448	1.11845276110143	0.916331314571042	1.36515751336186	0.111946266904553	EIF5A2	None
ELN	0.552494260645679	0.910172135825781	0.667196110628879	1.24163391188361	-0.0941215371116747	ELN	None
EMILIN2	0.857825709961254	1.01604580316198	0.853643212923195	1.20934490955292	0.0159184299924747	EMILIN2	None
EPOP	0.58152039997543	0.959586331156285	0.828656008584484	1.1112040670711	-0.0412529924320498	EPOP	None
ERCC6L	0.978532921318262	1.00247267354764	0.837432468565804	1.20003880782274	0.00246962152048231	ERCC6L	None
ESCO2	0.355466897605159	0.925701579577635	0.785874272398523	1.09040777199279	-0.0772033645502295	ESCO2	None
ESPL1	0.353291330594268	0.889927958654129	0.695691335953572	1.1383953352082	-0.116614764864641	ESPL1	None
FADS1	0.243422177169919	1.13085550474952	0.919750683153896	1.39041394156629	0.122974430129971	FADS1	None
FAM72B	0.977745725804245	0.997164154157407	0.816789257018112	1.21737197421832	-0.00283987447159776	FAM72B	None
FANCA	0.637685835104347	1.0607922995812	0.829776053506384	1.3561253040452	0.059016081355616	FANCA	None
FANCB	0.0344151899192371	1.29827551978191	1.01933923829024	1.6535410999111	0.261036860611992	FANCB	Risk
FANCI	0.211723226995457	1.19329044289113	0.904271230987749	1.57468470996244	0.17671456938724	FANCI	None
FBXO43	0.297628236375633	1.08122150135118	0.933455906615775	1.25237831449632	0.0780914217847406	FBXO43	None
FCGR3A	0.981520620893908	0.998121001376219	0.85126896770104	1.17030641452696	-0.00188076615616913	FCGR3A	None
FJX1	0.897572999985501	1.0137935706795	0.822932253620055	1.24892103746076	0.0136993052323881	FJX1	None
FLNC	0.257361614440408	1.10106053716921	0.932094772713137	1.30065562215578	0.0962738400339048	FLNC	None
FLVCR1	0.704732988513938	1.05360848118076	0.804223452560476	1.38032636089105	0.0522209211305232	FLVCR1	None
FOXM1	0.786676977139826	0.96688404659235	0.75762054629068	1.23394853021332	-0.0336767011712613	FOXM1	None
FOXS1	0.324564014858091	1.07720699721055	0.929047464622667	1.24899422152844	0.0743715776736697	FOXS1	None
FTL	0.756437281599602	1.07021734296697	0.697002148763675	1.64327350097686	0.0678617521150685	FTL	None
GANC	0.459652457982368	1.09840592752914	0.85647273014307	1.40867950510182	0.0938599719693871	GANC	None
GLA	0.759471825482735	1.03212902124075	0.842978274620791	1.26372214867174	0.0316236798270683	GLA	None
GMNN	0.452389051248001	0.89303720527061	0.664849565149519	1.19954271131724	-0.113127035736561	GMNN	None
GMPS	0.980503934090475	1.00449168368185	0.701198471327636	1.43896996905252	0.00448162617621467	GMPS	None
GPR19	0.176312676451005	1.09820833241481	0.958768003162594	1.25792844296742	0.0936800631720465	GPR19	None
GPR84	0.62671948466825	1.04775569065327	0.868186667548182	1.26446538322979	0.0466504391165904	GPR84	None
HERC5	0.608615198269745	0.967147887899706	0.851068307834069	1.09905988562698	-0.0334038604758342	HERC5	None
HIGD1A	0.783635374544426	1.02041327507818	0.883350325877821	1.17874327031131	0.0202077168815919	HIGD1A	None
HIST2H2AB	0.423293067325325	1.28106505922183	0.698656966734965	2.34897491057525	0.247691809463997	HIST2H2AB	None
HLTF	0.164939179667274	1.18108387995615	0.933818540157592	1.49382248424501	0.166432559211433	HLTF	None
HMMR	0.567613667217405	1.05674116254008	0.874536665921451	1.27690687894709	0.0551897975625836	HMMR	None
HPRT1	0.301301010928905	1.19368179594222	0.853287358866702	1.66986679828037	0.17704247689134	HPRT1	None
HRASLS5	0.807961459435144	0.971774775512943	0.771431056087734	1.22414855724428	-0.0286312138064161	HRASLS5	None
HSP90AA1	0.401713270115225	1.22399561879411	0.763156372844264	1.96311703359505	0.202120604667155	HSP90AA1	None
HSPH1	0.504776722402203	1.12373910421897	0.797598842704953	1.58323897520747	0.11666161084476	HSPH1	None
IFI35	0.962472903789427	0.9963538780192	0.855717392862942	1.16010385966632	-0.00365278528529426	IFI35	None
IFI6	0.906875219369245	0.987920656972721	0.805921165104297	1.2110207136043	-0.012152891166798	IFI6	None
IFT57	0.0290383642483993	1.27535137135746	1.02515761581746	1.58660589876842	0.243221726022112	IFT57	Risk
IKBIP	0.320636450441893	1.09893717049906	0.912249659251462	1.32382938426681	0.0943435040866479	IKBIP	None
IQGAP3	0.468572884799851	1.0830403112372	0.872892870250641	1.34378038329947	0.0797721891518119	IQGAP3	None
ITPKA	0.275974051603754	1.10271423384321	0.924841763386679	1.31479646536249	0.0977746258729493	ITPKA	None
ITSN2	0.630696409779801	0.937429643599346	0.72033594634216	1.21995069267497	-0.0646135707810891	ITSN2	None
KANK3	0.781083715440759	1.03380340185753	0.817735760553465	1.3069618882374	0.0332446244084867	KANK3	None
KCTD6	0.890699354312645	1.01662039809537	0.803628024387283	1.2860639530479	0.0164837908454655	KCTD6	None
KIAA1524	0.958596585954705	1.00333569053802	0.884799508733694	1.13775210990808	0.00333013946335185	KIAA1524	None
KIF11	0.0212887501205691	1.46766682060198	1.05878705566292	2.03444676129633	0.383673942989883	KIF11	Risk
KIF14	0.635671708981373	1.06480762574983	0.821200285791104	1.38068057144271	0.0627941497465107	KIF14	None
KIF18A	0.332924114622201	1.10143820736403	0.905778943173404	1.3393622514462	0.0966167870611929	KIF18A	None
KIF20A	0.385007588370299	1.13548100771209	0.852479227270927	1.51243230055282	0.127056356498531	KIF20A	None
KIF2C	0.803032129660645	0.970649831321505	0.768070769654209	1.22665922499386	-0.0297895025896734	KIF2C	None
KIF4A	0.932400304081377	1.01035295310035	0.796375285641927	1.28182417039192	0.0102997283219564	KIF4A	None
KIFC1	0.652082015348109	0.93145178480476	0.684067346701716	1.26829972458002	-0.0710108510909091	KIFC1	None
KNL1	0.874480130300904	1.0201871001641	0.7961370077929	1.30728971163713	0.019986042008101	KNL1	None
KNTC1	0.21712094733008	1.18249039345209	0.906136577367887	1.54312668258924	0.167622717420371	KNTC1	None
LAGE3	0.911210491652896	1.0129180354022	0.808348668429007	1.2692579161874	0.0128353092606589	LAGE3	None
LGALS1	0.256943098724286	1.16459154430651	0.894882124089913	1.51558895698083	0.152370419795615	LGALS1	None
LHFPL2	0.667164566986028	1.05494887906496	0.826707443988018	1.34620432600888	0.0534923098914104	LHFPL2	None
LIMS2	0.610356555709487	1.06049275364212	0.846050188493888	1.32928861174242	0.0587336620356767	LIMS2	None
LMNB1	0.502020074423496	1.06776007613632	0.881743361158735	1.29301974975164	0.065563067488466	LMNB1	None
LMOD1	0.0984269106145615	1.14241718797498	0.975533773126622	1.33784915226225	0.133146357986303	LMOD1	None
LRRC8D	0.542793811423348	0.926873024070241	0.725787655738574	1.18367072787272	-0.075938697911238	LRRC8D	None
MCEE	0.641622926056593	1.06560643333534	0.815425930196184	1.39254471646794	0.0635440580749294	MCEE	None
MCM10	0.370357670103712	1.09583011181065	0.896989689090729	1.33874853697395	0.0915121690388856	MCM10	None
MEST	0.530063221611899	1.05747850823451	0.888198538903512	1.25902120572995	0.0558873085492777	MEST	None
MIEF2	0.977907417824119	1.00326709952927	0.79644784241762	1.26379257923847	0.00326177415546893	MIEF2	None
MINPP1	0.110779695119171	1.16848771055831	0.964963069098773	1.41493863697912	0.15571035766146	MINPP1	None
MLF1	0.627189214495171	0.956516667603296	0.799426057906783	1.1444762481205	-0.044457064635989	MLF1	None
MMS22L	0.685060157738378	1.05656137274346	0.809878875199497	1.3783813463446	0.0550196470100213	MMS22L	None
MPC1	0.149365608822237	1.16660096309419	0.946122719572138	1.43845801283343	0.154094360893544	MPC1	None
MRPL21	0.34275369817479	1.12520254928187	0.88185068602854	1.43570878491037	0.117963063256547	MRPL21	None
MRPL47	0.701336454421501	1.04012462146803	0.850688469468426	1.27174549439941	0.0393405343090798	MRPL47	None
MSANTD3	0.15052637589516	1.1564617479845	0.948560850100763	1.40992934128506	0.145365126469625	MSANTD3	None
MSX1	0.32321851855915	1.07760696501741	0.929089819186245	1.24986491841135	0.0747428095465518	MSX1	None
MTHFD1L	0.340315395451022	0.88245947835497	0.682453044594676	1.14108177420621	-0.125042408107118	MTHFD1L	None
MYBL2	0.460333911299123	1.13514826268913	0.810781796160954	1.58928281861713	0.126763270322218	MYBL2	None
MYL2	0.141523551838896	1.17824775546967	0.946815412315803	1.46624965670317	0.164028381850376	MYL2	None
MYL5	0.0678407540186634	1.27830583364744	0.982156570085897	1.6637528619232	0.245535633779521	MYL5	None
MYO7A	0.568280595991504	1.05044545671921	0.887064942607984	1.2439175583897	0.0492143186976631	MYO7A	None
MYOCD	0.193639385464094	1.1499336387635	0.931516797978311	1.41956363688746	0.13970423528709	MYOCD	None
NCF2	0.301461179976434	0.9168541486437	0.777663480006149	1.08095796124889	-0.0868068721090514	NCF2	None
NCOA1	0.791253126644017	1.02385855832041	0.859832301195952	1.21917535080722	0.0235783904367329	NCOA1	None
NDC80	0.265518645607715	1.09808348799041	0.931335067298492	1.29468693806924	0.0935663766178578	NDC80	None
NEMP1	0.429911146582843	1.11691696646144	0.848757431586384	1.46979980798254	0.11057218112116	NEMP1	None
NLN	0.405162027975471	0.895915271629826	0.691639888241002	1.16052325434975	-0.109909433391701	NLN	None
NOP2	0.68985204865089	1.06413666131568	0.784150764069146	1.44409326094367	0.0621638237577675	NOP2	None
NOS1AP	0.47286893011467	0.947578945288038	0.818022186195064	1.09765465131172	-0.0538450259312265	NOS1AP	None
NOTUM	0.742664801903988	1.01725813340874	0.918481406138229	1.12665765803265	0.0171109033542942	NOTUM	None
NPEPPS	0.219341656340876	0.83791941508606	0.63191155719484	1.11108736370473	-0.176833346505838	NPEPPS	None
