"","HALLMARK_ADIPOGENESIS","HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ANDROGEN_RESPONSE","HALLMARK_ANGIOGENESIS","HALLMARK_APICAL_JUNCTION","HALLMARK_APICAL_SURFACE","HALLMARK_APOPTOSIS","HALLMARK_BILE_ACID_METABOLISM","HALLMARK_CHOLESTEROL_HOMEOSTASIS","HALLMARK_COAGULATION","HALLMARK_COMPLEMENT","HALLMARK_DNA_REPAIR","HALLMARK_E2F_TARGETS","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_FATTY_ACID_METABOLISM","HALLMARK_G2M_CHECKPOINT","HALLMARK_GLYCOLYSIS","HALLMARK_HEDGEHOG_SIGNALING","HALLMARK_HEME_METABOLISM","HALLMARK_HYPOXIA","HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL6_JAK_STAT3_SIGNALING","HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_GAMMA_RESPONSE","HALLMARK_KRAS_SIGNALING_DN","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_MITOTIC_SPINDLE","HALLMARK_MTORC1_SIGNALING","HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V2","HALLMARK_MYOGENESIS","HALLMARK_NOTCH_SIGNALING","HALLMARK_OXIDATIVE_PHOSPHORYLATION","HALLMARK_P53_PATHWAY","HALLMARK_PANCREAS_BETA_CELLS","HALLMARK_PEROXISOME","HALLMARK_PI3K_AKT_MTOR_SIGNALING","HALLMARK_PROTEIN_SECRETION","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","HALLMARK_SPERMATOGENESIS","HALLMARK_TGF_BETA_SIGNALING","HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_UP","HALLMARK_WNT_BETA_CATENIN_SIGNALING","HALLMARK_XENOBIOTIC_METABOLISM","TRM cell"
"ec338",-0.317789164618549,-0.460293793609821,-0.0834033047075486,0.0319864192615541,-0.18248775767901,-0.236317626436662,-0.182298941267888,-0.165844311990268,0.00690363250673781,-0.341443507213597,-0.387685957827256,-0.229428999970178,-0.0975558693700537,-0.23666480720442,-0.0444282048876645,-0.12835594069221,-0.232309966831649,-0.0715558815877442,-0.271648841012123,0.238549331570681,-0.241154200458297,-0.290583037745215,-0.18161817320321,-0.291740144216014,-0.16453210020162,-0.563224943771016,-0.507943929630543,-0.0230087743436807,-0.197771395591005,-0.134813761109405,-0.220344373206211,-0.251428812822261,-0.0344489949370334,-0.097065169431629,-0.247931926130555,-0.412178316652598,-0.0695488152858162,-0.10025739436991,-0.115776404147462,-0.207902813906633,-0.204153856147252,-0.411052710641835,0.0865242082622896,-0.139800445872782,-0.375419226699512,-0.140302223563663,-0.152722837952081,-0.327644292816752,0.113592829329953,-0.222812341602074,-0.315079634229303
"ec340",-0.196477799797298,-0.310520372589773,-0.0602475197868224,-0.251803055406201,-0.148165972712807,-0.0240139338149012,-0.172412858278659,-0.0458810627916647,0.0929549777790245,-0.208343937532339,-0.177782141978164,-0.397638050215567,-0.319733449760798,-0.37689178524748,-0.0496761487459821,-0.0209221853286424,-0.110542421614086,-0.204997508657986,-0.236467527690819,0.214174969296344,-0.0748887780529197,-0.0756888473205784,-0.021501569631546,-0.0859879698619611,0.223041469508739,-0.298578516925485,-0.163415074800508,0.169710567606117,0.0587713723553074,-0.242849237207038,-0.0448194094222282,-0.385396496838643,-0.360914276399747,-0.154478398242575,-0.350644779724395,-0.315937605025157,-0.0272653927660051,0.123824750008556,-0.145329742170271,-0.248343700814957,-0.0919360430479225,-0.118334904348618,-0.116088037094472,-0.121455222138868,0.00642266884122633,-0.229990948341674,-0.129241489181091,-0.254859626363408,-0.230402201126075,-0.0218939745610856,-0.0553589148352522
"ec341",-0.320582762952616,-0.449177682722197,-0.126505865600249,0.0490804153971873,-0.0651661078831123,-0.270979663895434,-0.25808495990033,-0.119782485105524,-0.215395389739397,-0.311342698235329,-0.29702456283939,-0.315289568333385,-0.416840451544939,-0.176214952803165,-0.20432414709101,-0.153298760079791,-0.261922183403834,-0.348894172631276,-0.1944480959444,-0.000984066130769956,-0.0893769315312219,-0.177741927384147,-0.28367019431693,-0.324475105302149,-0.229947660580195,-0.518452156494228,-0.473002842931531,-0.196222437900077,-0.167565729429047,-0.24951560272191,-0.33723641758999,-0.324997125308411,-0.147917296283657,-0.0439334606068383,-0.498707584702482,-0.414809797926402,-0.170771668812838,0.217108102848923,-0.203905221489217,-0.306176750341428,-0.122289660231305,-0.532829138318213,-0.121265254697377,0.00558757133496354,-0.40171829472656,-0.215993476994495,-0.125383350185304,-0.309949675132125,-0.122255247020605,-0.32994675959326,-0.482334220964562
"ec342",-0.214217533854295,-0.464383147474048,-0.0727836035904691,-0.14794992488075,0.014967891159867,0.00316141379491156,-0.243167052225029,0.083507748886064,-0.25810683356981,-0.133603290502491,-0.269567628591229,-0.389665338340362,-0.468070881784812,0.123303761720361,-0.155472301217117,-0.105261336335408,-0.169941621334373,-0.359205825781493,-0.279562060059234,-0.0138157604081734,-0.163557711578787,-0.179144165684798,-0.243181211788397,-0.261272132541199,-0.0625263729709211,-0.454155953175774,-0.364173837869388,0.063433530764098,-0.0707992506662354,-0.23079393683587,-0.368632164960487,-0.468752616524955,-0.54248306597381,0.0263934945483892,-0.245291472645239,-0.317279920740972,-0.228376394007285,0.125805621360093,-0.0291672347360877,-0.155299098425905,-0.0882576821330403,-0.415638736712033,-0.180254664806794,0.085669100330842,-0.315998665796446,-0.286447263981657,0.118067632743378,-0.290300247082365,-0.230486775123639,-0.252660852114433,-0.265782519354272
"ec347",-0.268558436711023,-0.490966375360045,0.0782084946702994,-0.243263644907487,-0.0294237621877857,-0.144913261153885,-0.218312153001368,-0.104031956870735,-0.0307460121028313,-0.367300848787883,-0.407865881446233,-0.312557940800385,-0.0930870187305062,-0.289713291158351,-0.157906472125824,-0.152809768278342,-0.079095216197846,-0.129373278365077,-0.121817680048839,0.322329397744194,-0.112982406968798,0.0046081373891165,-0.157191450899637,-0.344247812092866,0.0705235423191101,-0.53990872542962,-0.463118294894192,0.0546653646972813,-0.164979420850476,-0.0391501161093096,0.0418752477833386,-0.26953518486634,-0.211848628953735,0.019973547750368,-0.471229857300285,-0.353058240711149,-0.142466904836052,-0.00993000645541003,-0.108722835053179,0.0254730588957047,-0.0215187681711559,-0.131058853857673,0.0198969370645482,0.152058316287213,-0.236120972874448,-0.218755882490484,0.0219961108750565,-0.373751823446069,-0.106621678566959,-0.20535132664237,-0.149102660725028
"ec353",-0.160132694804022,-0.35602223923176,0.192980684755293,0.134328247385069,-0.17028177232454,0.0545841597968849,-0.0316172666627,-0.257729595276636,0.194432675827023,-0.0914249153643005,-0.095803928543688,-0.304512795726154,-0.165530054723674,0.187702584325795,0.0676239067190254,-0.102952806233328,-0.0394543542050128,-0.0340625738670879,-0.0370219214279217,0.297941811125438,0.0713647172933694,0.0380015112090514,-0.0635321145793675,-0.113768205763225,0.162730740468217,-0.301843912415698,-0.167743154516875,0.0454383949142955,0.0639370921237405,-0.00189964338514717,0.0135982606845505,-0.212820892901846,-0.21309065175056,-0.204048448839873,-0.144730570326355,-0.273648530789811,0.0610640171357371,0.0149241423394325,-0.274910131349249,-0.0178067632794272,-0.0725096220875747,-0.244455376471671,-0.0119233680891958,0.152548528306787,0.163121795424535,-0.153229209286575,0.0813933122614493,-0.146072500744565,-0.164159012546741,-0.199958110607963,0.217811834762248
"ec355",-0.238456347981401,-0.390035133027472,-0.0239789545765645,0.349244482951805,-0.157368571751475,0.0119655198908687,-0.123052704492373,-0.246765456252257,-0.239368669149577,-0.0534723489222416,-0.135582423533315,-0.362518062823657,-0.388002839119626,0.130281950763048,-0.177300868243892,-0.307656596852279,-0.301088149463795,-0.330041262556099,-0.299713267634192,-0.00327543887399645,0.0110626618282063,-0.231679628768634,0.122082934822162,-0.0382242693614487,0.192464289798912,-0.380116451526552,-0.27298799177372,-0.0646952217158765,0.0669097429973552,-0.124451551893521,-0.26542059545504,-0.329440005233041,-0.441448810077689,-0.245503530473227,-0.27292534583325,-0.341264826402974,-0.0984595116171367,0.0528268676106955,-0.177730120217822,0.0045168572542129,0.0129270650063854,-0.419847532706111,-0.120649136653512,0.144452977741645,0.046482297177438,-0.23014682331115,0.0391661012871995,-0.202044543762087,-0.389950796321114,-0.301898948695689,0.29369872736476
"ec361",-0.116957537523387,-0.29969829578827,0.0668181753968329,0.415098671533943,-0.0422770172340092,-0.102600345744567,-0.00914286216807098,-0.134483232006709,-0.166553171014596,-0.00553678177684735,0.0172175843430815,-0.384323445525304,-0.452706720155758,0.390484304727959,-0.14076559242356,-0.253767267727553,-0.266412189424161,-0.396917096436939,-0.237877909019077,0.438945032540411,-0.0522293175519211,0.0213760582123038,0.246291130598992,0.103628535601235,0.209994841933203,-0.437518913143692,-0.322119759065071,-0.103855275469545,0.143621311508084,-0.130289078323164,-0.280699108702719,-0.501051985572671,-0.55671823582203,0.249587565257759,-0.214205363679828,-0.36463961708551,-0.0900424862285644,0.0661126347070916,-0.149465843231652,-0.11979170322453,2.00333719493351e-05,-0.414473527252693,-0.148663271270328,0.229210349339058,0.105402296349389,-0.252540506460878,0.335941341027254,-0.286499866904138,0.126383770781169,-0.113299149136142,0.207480844529522
"ec362",-0.25070852046927,-0.568593171571164,-0.235352804121254,-0.26874134831921,-0.211569614136123,-0.171363581941797,-0.276391610114707,-0.0873060951808041,-0.171025001160614,-0.416020289267545,-0.383984114401647,-0.311721820111678,-0.176663715516823,-0.350149288963118,-0.188702864872865,-0.241207787364947,-0.0928359042065131,-0.101785672395605,-0.239176576017413,0.126120556082361,-0.199238349030009,-0.231997609451368,-0.380000599571864,-0.423544052708131,-0.367200394098655,-0.333696481191977,-0.411843257276584,-0.130458101849431,-0.274725157272058,-0.255484724015074,-0.119003013086156,-0.233458064329599,-0.047265858514404,-0.165298520266548,-0.430049921873055,-0.148838420655376,-0.290511787784397,0.0961240884432192,-0.181272748291561,-0.175292373481452,-0.00460218540258196,-0.141451197481656,0.0460971154867241,-0.152381548585108,-0.471180608089398,-0.07558240438884,-0.0506664771003526,-0.244822391380498,-0.33774453687734,-0.282166953363517,-0.4363085593303
"ec365",-0.273978842570153,-0.292997425108895,0.0182352780848288,0.258609478316186,-0.0575303961442992,-0.00916359720555981,-0.0469432671449174,-0.114620070444019,-0.277998142352692,-0.016987732673699,0.000653578043331382,-0.412317394456154,-0.359396107032069,0.26721981191177,-0.305109923698963,-0.243838845461687,-0.338642109628305,-0.269350948126298,-0.251596283367777,0.161406612375338,-0.1269169423362,-0.143614551869716,0.139426020947197,0.205705672242223,0.0827529177229418,-0.151951232043701,-0.110989999896321,-0.170696974641456,0.184417148275886,-0.0514068878531071,-0.357151974261384,-0.466360063290199,-0.494255707251823,0.245230964786193,-0.0393652827523872,-0.404391790887605,-0.179675993600787,0.12692750316317,-0.287334837256624,-0.170036569330955,0.0018488430475877,-0.530236509732626,0.0654173353739641,0.182306004819659,0.0549925042187063,-0.254838008695999,0.174942726777781,-0.369731078090748,-0.20381508086309,-0.292043653640006,0.273925109211622
"ec366",-0.373039019713599,-0.463030431215448,-0.22280480343713,-0.0523367155171626,-0.214100653263567,-0.0865472623626143,-0.33401285280363,-0.147310746079334,-0.321959320227878,-0.481188298371534,-0.375401412308118,-0.126411578085039,0.316667733605236,-0.195075969058142,-0.312985680790923,-0.300477531077513,-0.34467194298835,0.320313321152565,-0.313675280307114,0.300383413775226,-0.29748483579593,-0.357143619626221,-0.303526680962821,-0.248130785725655,-0.228234535590708,-0.448678188265656,-0.431244414861358,-0.222033495374477,-0.253325596832082,0.0317015882659806,-0.258159149934487,-0.096267828120337,-0.118099549268937,-0.154873064935606,-0.239401801490249,-0.374136104033073,-0.311117832019571,-0.0461567917369546,-0.163921507801534,-0.17775652078288,-0.15915976069271,-0.558498766699308,0.0772081516018244,-0.160888043886053,-0.292143333531621,-0.196899618085173,-0.099770002452666,-0.30409712514018,0.220790606700628,-0.40120760897211,-0.250839830231432
"ec367",-0.302533802958593,-0.451216406968163,-0.0365192955877758,0.164268987845008,-0.14651102173971,-0.0818635333937606,-0.283153894859581,-0.18405663362521,-0.255913801471908,-0.137928398521919,-0.332114580194223,-0.336421973907957,-0.10913202380154,0.182788096966061,-0.249027080099611,-0.325829725058985,-0.321790847455611,0.117526584973872,-0.272575786670926,0.175278993765474,-0.245645140861542,-0.231491836299995,-0.172564606251499,-0.333348598151832,-0.303792964464667,-0.419185987878788,-0.406469549409338,-0.141555881227983,-0.0392737406363187,-0.0212463131266948,-0.344952410820906,-0.350442285751768,-0.48117642551864,0.0579140151951283,-0.0964900740368562,-0.466329226372608,-0.315378669062295,0.0543905582199979,-0.16895534506682,-0.169745288871921,-0.151937818611958,-0.608117495383223,0.119819954912089,0.0576368260296503,-0.338101336915861,-0.260222133551052,0.187125708176326,-0.284888053819486,-0.0734579661824615,-0.392526154290677,-0.206037548061652
"ec370",-0.113530198870448,-0.350159484803374,-0.103072508573046,0.370788310824177,-0.00392019170222918,-0.0318179817049032,-0.0344374906154002,-0.129531771631217,-0.113683853458848,-0.058229099435755,-0.138075111715346,-0.353280379759506,-0.514127291436561,0.195641851062469,-0.0588547716519693,-0.161792362137247,-0.219617105030977,-0.441378539715423,-0.282276907045354,0.130826182508551,0.0159564427603676,-0.0325640101870024,-0.0417923364062525,-0.0804328585148296,0.161715836035308,-0.304919355766999,-0.292687596576371,-0.0422621526272589,0.22306593767884,-0.200609703890687,-0.277747471102877,-0.503439011794304,-0.594911476939639,0.117297113831563,-0.316741923260044,-0.411046091496306,0.106689237878294,0.175585456039141,-0.200662302877592,3.25880929500921e-05,0.202389653109921,-0.403801537331855,-0.2020439206612,0.109683242802196,0.097949798354222,-0.0539874782368565,0.193167369385455,-0.14088050982775,-0.213337667367286,-0.182049823688419,0.311472948448388
"ec371",-0.164707467423269,-0.520939706605345,0.0783859849477095,0.425386889446705,0.117735632815258,-0.17000681104559,-0.132991677508106,-0.294172302796488,-0.0605122787801315,0.000243311509322525,-0.208656861887695,-0.227589487985254,-0.33290501785534,0.503146665896715,-0.143345696244034,-0.221749450168143,-0.237456941861664,-0.341360796747684,-0.0699015653253504,0.358854171666233,-0.0469938759900939,0.0422838055417474,0.0139617400684484,-0.126466412426123,0.15904193361245,-0.558529024620095,-0.480749320561834,-0.243462499945347,0.0620718501179033,-0.142776441381969,-0.0555201828889907,-0.40761551435071,-0.322385352395082,0.00439975721188191,0.0531849371876087,-0.374900987376893,-0.137386963462677,-0.333428426659666,-0.365110219849267,-0.0842953018605711,0.223861877506105,-0.298795352884809,-0.205022838523185,0.120230342110295,0.0314999315294625,-0.0247359822876771,0.328093576786231,-0.11427286053802,-0.191751437763309,-0.145976898580744,-0.0812517694281296
"ec373",-0.167436981588959,-0.47133503748633,-0.0219360168111911,0.179118123935334,-0.160715268897468,-0.087536382595346,-0.129090541071865,-0.145512840340996,0.147523875910065,-0.0379607590314894,-0.0737902958549834,-0.142252813486945,-0.251576807127273,-0.127386442162295,-0.0128894493958549,-0.00638848932118966,-0.206000485916589,-0.225054453873737,-0.148101866088314,-0.276665358287889,-0.0468883647473355,-0.0887835229410205,-0.0482932641762256,-0.215274313307387,0.0946555690841369,-0.331413043266905,-0.258950736366746,0.0806648137761595,0.0621276141426567,-0.00979135393562175,-0.144174842229909,-0.315608881634576,-0.269100723272869,-0.217909706159881,-0.271280405647485,-0.342566871860707,0.0257745463242183,0.0247347056003472,-0.212933948298332,-0.0883443876415987,0.194074075892345,-0.436184682747422,-0.135613726407593,-0.213790661771555,-0.00964419045386819,0.0109400432981599,0.00609000811931371,-0.17762551075189,-0.270328832126571,-0.171989951230153,0.0945643986180313
"ec374",-0.225636102680345,-0.501873598290939,0.0299779121847137,0.186761667896917,-0.145678917087554,-0.0554678112278469,-0.338428450710159,-0.0354514000341343,-0.225466291921211,-0.310332276518727,-0.361096206613026,-0.370990537711818,-0.402412496059943,0.047823966659307,-0.22144295340691,-0.270921093931363,-0.287959325311513,-0.331447093413122,-0.347022125746315,0.292730556857676,-0.25898845790013,-0.262046115395268,-0.183548890288269,-0.398548058551243,-0.36345791789854,-0.572424410652844,-0.506768221298531,-0.136682201967769,-0.149705337217178,-0.207778938527377,-0.341547790470835,-0.381437737382349,-0.43851372433137,-0.0234293746598977,-0.330248810243294,-0.421118710291851,-0.338127593759254,0.0865074731532777,-0.124261962023904,-0.190966569684261,0.0531019568768768,-0.57282126080379,0.0111232676930668,0.218771423364676,-0.392117253751955,-0.232084855298229,0.164293382050411,-0.315992303277497,0.140544425707717,-0.302619669012426,-0.10425085990688
"ec375",-0.303602708894034,-0.509118453773354,-0.0756374903598002,-0.0679143684238703,-0.159760143932259,-0.381387851909422,-0.432375632939096,-0.229747780020082,-0.310175142775765,-0.336984880425365,-0.392924197707885,-0.0893386547606156,-0.154561248792575,0.0399028874347535,-0.274158970504337,-0.373384571595558,-0.391451388956526,-0.0144407077624287,-0.273502144252578,0.224702307828962,-0.277404853248858,-0.265952444854108,-0.37723019795748,-0.427197229831186,-0.392514242570823,-0.578545539278307,-0.55133383148572,-0.266413100522503,-0.245048631785316,-0.00118066249250301,-0.256430536257568,-0.256018718122761,-0.357869425224813,-0.0752420570677953,-0.0662500042254888,-0.36570693512658,-0.381287385879569,0.00536548364215048,-0.092486148303476,-0.234309206378456,0.119684896969547,-0.56702034001383,0.0653713898092537,-0.0463126570932473,-0.417010360304201,-0.131475310676575,0.170713854686194,-0.339681291505999,0.0708942276938545,-0.402311769806354,-0.319323081068722
"ec406",-0.2603262262783,-0.572784095752853,0.0493520342287216,0.026379155368348,-0.128781114150612,-0.126883459730151,-0.268315329147379,-0.105589719516096,-0.0414390123210924,-0.198175428572146,-0.400543917591066,-0.395809309463152,-0.441791292548224,0.143061551108261,0.0544820925845846,0.000699881980921135,-0.227742237473221,-0.282120103547503,-0.128297318159955,0.135378900922123,-0.0866230486176105,0.0472753843206149,-0.292345348492596,-0.467839327260537,-0.285818586497946,-0.633579607047954,-0.582878064591176,-0.0422306396101402,-0.111863743875082,-0.152137003528083,-0.24686600297281,-0.451685949997587,-0.365828840786234,0.173683785275977,0.283850542448778,-0.402447642257071,-0.0355904445010651,0.135482642344112,-0.196029615684594,-0.0737930877414055,0.0041910740063663,-0.380082667979805,-0.00469776771101743,0.203988053423328,-0.195343221948601,-0.257732292279797,0.18905870605924,-0.355825154583346,-0.0119100359580256,-0.242782994774237,-0.15620029548549
"ec407",0.0102226123633371,-0.158486886434002,-0.0725286278105093,-0.392509512015858,-0.296298269806156,0.0519086554059106,-0.16679423621207,-0.103608956614281,-0.190695367066868,-0.108035926996784,-0.182555095241799,-0.218469191933049,0.00919382326423451,-0.363975762939418,-0.0944401540628943,-0.0551681624601411,0.0172587378688559,-0.0819185222697173,-0.175501591204176,-0.198320360625323,-0.133479213515423,-0.249303508672061,0.0423451528983231,0.195616063575685,0.169731507285784,-0.145628903173648,0.00349609789987221,0.072770953396072,-0.0540206417542544,-0.20151084733823,-0.0605349845356605,-0.339418854014001,-0.189994716267301,-0.317210208217724,-0.0703047594156689,-0.0301861444174566,-0.148899285343408,-0.227310924441192,-0.0863243162114683,0.0156864317455134,-0.0111835384876504,-0.270872772431283,0.0123193967824735,-0.29507079065701,0.0498878587595195,-0.233858027805886,-0.206380621522998,-0.325212466059173,-0.228356252502879,-0.0168601626244362,-0.104517799139284
"ec408",-0.260465542153073,-0.433309892055779,-0.0642523799007312,0.25637090599575,0.00682681695640738,-0.12489717177905,-0.337068149189057,-0.0874830926561872,0.0376969905318583,-0.0630008179615806,-0.287762299721372,-0.25523114328984,-0.105971338242852,0.0815411562217629,-0.195198376179202,-0.166267254875781,-0.152707348635187,-0.12107612042867,-0.250166230396126,0.321174124509011,-0.218746648222325,-0.158099596429681,-0.126262859254536,-0.241317446180453,-0.226288268218885,-0.564538170709356,-0.445336510741998,-0.0874698917440888,0.118862109446135,-0.203103222421505,-0.0290947959585585,-0.24064328377742,-0.0107040508092835,0.0656966227358061,-0.346326394272075,-0.278252461687071,-0.248330783893001,-0.0374760966642101,-0.128804284481669,-0.251959933842701,-0.0878680299387006,-0.0416910875205078,0.0659481697322369,-0.00620929152081764,-0.253264036794258,-0.101469150633288,0.106091934291059,-0.36284630891506,-0.236381377814625,-0.0760644768885332,-0.13061518097107
"ec409",-0.18725436427989,-0.536906114390964,-0.136184943910246,-0.0403979435108534,-0.102062342527549,-0.175789538052666,-0.191550185704359,0.0109278483604666,-0.131551897501571,-0.372822996258336,-0.380208405406209,-0.413465172648222,-0.300632810613017,-0.19970863896694,-0.0285201903371705,-0.155952070974411,-0.189784967748653,-0.138543430379143,-0.221968760791611,0.241336642631039,-0.0479175356985461,-0.176115453033215,-0.250317923925999,-0.342029768618055,-0.33828935423513,-0.562997220752862,-0.511019345473138,-0.0518845558607251,-0.182105104506041,-0.121257862847559,-0.189194781367906,-0.253344008603858,-0.0699418440283678,-0.0360758897195853,0.0461302992177962,-0.318327995379966,-0.184366654786054,0.00168748705979799,-0.0489000604193273,-0.173322142528463,-0.17830640188053,-0.227322156644585,-0.011308018941958,-0.0490919222813827,-0.260024726096083,-0.0267608195034527,-0.0379393646766209,-0.213998034401091,-0.0948251874357746,-0.125799603248793,-0.193719682072124
"ec376",-0.19856186580416,-0.322441043829226,0.0472817397718849,-0.274462748260548,-0.101307459261617,0.0697793821410858,-0.256907830035417,-0.0982198464731465,-0.188386694891693,-0.187190379400225,-0.217026753854975,-0.313185227910308,-0.205248449999519,-0.0582016596040947,-0.0865550767058567,-0.14805964001455,-0.0697626079140181,-0.0371920297544088,-0.229909131363248,0.0402968494481407,-0.12408661080644,-0.306657407514225,-0.0390154410205627,-0.156973783190116,-0.148354512241938,-0.35186625290962,-0.332421486999671,-0.0452455087124658,-0.0376035953986276,-0.207068275599135,-0.158205463090757,-0.344427238509791,-0.407323567346735,-0.205648634021139,-0.231670248903169,-0.284229606740029,-0.254112126681829,-0.136907320542146,-0.0742568838097144,-0.0489669668588988,0.00653341417785216,-0.29579221067903,-0.0751283931291734,-0.201041987629205,-0.382951727548399,-0.252318001303918,-0.0656303003708404,-0.351724298634445,-0.316251315524245,-0.113810824221394,-0.14005291214677
"ec378",-0.16740040961386,-0.383636733148932,0.0418041313049488,0.0928750159992631,-0.147256715623301,0.00154921567033334,-0.135962097128174,-0.215267508349835,0.0877442330693432,-0.247934589559847,-0.17498683398283,-0.33931017124692,-0.0360772002206323,-0.0572290436476171,-0.0702643003708186,-0.0245686092648928,-0.15227952722818,0.0132491189873453,-0.119412039914057,0.0394334541174948,0.0537156343542036,-0.0863722824537064,-0.0545730471211266,-0.213048044932063,0.209318638435179,-0.328284764408753,-0.250446478505665,0.113303696922198,0.105189543102184,0.0947898717838626,0.0801427913799121,-0.321205838331277,-0.311409592335703,-0.157142604008398,-0.255632820129873,-0.351964907779315,-0.00995955236126894,-0.13737101439766,-0.192716446642667,-0.164553636786424,0.0519304041580602,0.0251262315819259,-0.161146615128348,0.140831980060042,0.0888450482301164,0.0188482665911779,0.0722506611276174,-0.268536729547305,-0.216304405226863,-0.0883629231845433,0.139979017842171
"ec380",-0.182192008949674,-0.299479838873293,0.0410587672675813,-0.0440771358548057,-0.0276024300264527,0.126148250752191,-0.0894425830939833,-0.171539590542482,-0.0866773530438538,-0.113096983233878,-0.0581931116991767,-0.363765829714329,-0.353074473686715,-0.0766456789763663,-0.00898232327588352,-0.141783139375647,-0.140718346886047,-0.275317027969778,-0.274092153401729,-0.0490615104874378,-0.0478528785951261,-0.27490299670481,0.115981509783052,-0.0994696227737843,0.205159821150797,-0.233620988992439,-0.215739063716099,0.00462487780126547,0.133235386297982,-0.142604359308646,-0.190002406306472,-0.397238989280536,-0.440851475237417,0.0204577060736908,-0.162765659840384,-0.321884690488094,-0.0744139157000792,0.00618863948871576,-0.218281473375764,-0.0502057982924011,-0.141634029766925,-0.268211416396636,-0.248002805834841,0.0793303944144274,0.0715010523814666,-0.159353238309116,0.0895496168912926,-0.345290599129596,-0.307662956736468,-0.102304058741005,0.288067591217512
"ec381",-0.144307617830956,-0.453057367220809,0.0467317207945214,0.0337421842535596,0.0205701703138355,-0.119846600965801,-0.379094058792316,0.13128237334104,-0.430241760939419,0.0359239753481801,-0.0933355625110039,-0.437436484233343,-0.492866903289038,0.0345517886372269,-0.109715619311744,-0.140409978286057,-0.218676494622133,-0.412278271485127,-0.292860626324841,0.1462943352235,-0.145292609261432,-0.334448215491278,-0.0951708547386833,-0.130506327106984,-0.093765594040423,-0.0686305320137941,-0.153785627858308,0.0571942076341319,0.12038529471485,-0.217004002299559,-0.452764684943564,-0.521525361006334,-0.589980422961073,0.234801369383195,-0.061776186641467,-0.393054590931482,-0.290195608931234,0.165028421030348,-0.134352455031999,-0.213825472407161,-0.226358924892109,-0.452481939441171,-0.067763817828697,0.125432688111512,-0.388044213676432,-0.33404697117391,0.150377213496097,-0.373035795601688,0.132423918014325,-0.0795559257894943,-0.314434038096292
"ec382",-0.241915904899766,-0.416868762014852,-0.0560775039603689,0.223267868126786,-0.0885952984088741,-0.133412699866579,-0.223284459767836,-0.0961338264398314,-0.0857962516266221,-0.102780292296362,-0.1087926607835,-0.314087869077352,-0.19230054190463,0.303471592332611,-0.232428669009844,-0.249983235347507,-0.157340311176383,-0.153559883862268,-0.161671560113248,0.213198768568716,-0.212710577241168,-0.233900372386435,-0.0789976815704557,-0.0908058753331223,0.0840241400008193,-0.29489958830953,-0.2940407718244,-0.171367557704391,0.0856531526097189,-0.0625016628985408,-0.0995293545688115,-0.341490950440135,-0.264416092952329,-0.223950451015834,-0.00489677058711552,-0.366222796139837,-0.140431256070057,0.0921161115853447,-0.188073393442716,-0.058291308729027,0.0522830638835974,-0.384965646130862,-0.25434336899649,0.200551161853097,-0.126157196646377,-0.0730230097952665,0.235971675636727,-0.176750871645655,-0.327182644452411,-0.137968128857397,-0.0953019560677893
"ec385",-0.127502341996539,-0.47998867144198,0.0834319400627542,-0.0443727993645701,-0.135158079820486,-0.0857351337884718,-0.0628724989840662,-0.034277024651581,-0.141298667136412,-0.129805773182446,-0.158480311353005,-0.3566751080887,-0.279563428202466,-0.187403830427749,0.0201743659802557,-0.00364986032306538,-0.106306570832358,-0.00906807189027201,-0.211083133049153,-0.00949995208291923,-0.0844444921354758,-0.16583333592576,-0.241506555956668,-0.121040132931373,-0.168943181287598,-0.335482670908269,-0.317132148643018,0.169246535233469,-0.142537077207629,0.032834052732326,-0.156050754686648,-0.384374022604703,-0.432414389675055,-0.0905328913495792,-0.193908282869731,-0.381786746797205,-0.0160045044920706,-0.0368657246245416,-0.113376500723764,-0.137964212067948,0.196816943670078,-0.418325060219932,-0.0548725491588757,0.12655575774636,-0.219547418631787,-0.262422088875742,0.0479502158111271,-0.243441054197753,-0.190788450654049,-0.220492468383916,-0.0760582295079091
