logFC	AveExpr	t	P.Value	adj.P.Val	B
PTPN6	0.386966932960899	12.433126047486	5.58954012662878	4.49705582271629e-08	1.03537401930956e-07	7.05160740713541
KCNQ3	0.62287079497207	7.53456239189944	5.58872509098402	4.51651822096083e-08	1.03967753110961e-07	7.04740897628096
PABPC1	-0.326725921787689	16.0575452653631	-5.58810470244964	4.53138753876453e-08	1.04292245348949e-07	7.04421356111385
POLR2J	0.386970969273744	14.0011421494413	5.5876975572319	4.54117178190242e-08	1.04499611229521e-07	7.04211665344113
PSD3	-0.528857053631295	10.4939030480447	-5.58652595955397	4.56944171637209e-08	1.05119680864111e-07	7.03608332589114
PLSCR4	-0.521246872067048	11.4392538740223	-5.58651628923396	4.5696757666287e-08	1.05119680864111e-07	7.03603353147372
CLNS1A	0.438169011173184	12.4355151452514	5.58485674652279	4.61001491684852e-08	1.06029557334164e-07	7.02748928631706
TFCP2L1	-0.615838240223486	12.1824734553073	-5.58439160445001	4.62138336218788e-08	1.06272915966877e-07	7.02509486015023
ZNF445	0.461148122905032	13.3163477569832	5.57832333216832	4.7722205985904e-08	1.09716227175931e-07	6.99387239192181
AHNAK2	-0.646481159217881	13.8799615572626	-5.57830254993565	4.77274532031062e-08	1.09716227175931e-07	6.99376551224801
AOC1	-0.480092586592185	11.1843805670391	-5.57711494762962	4.80282406539583e-08	1.1038887402223e-07	6.9876584213082
ZBTB46	0.489052918994407	10.2841387583799	5.57459075875714	4.86736904964816e-08	1.11853334393652e-07	6.97468173988224
FIBP	0.397431167597771	12.7989652513966	5.57239343904161	4.92424255513872e-08	1.13122796877569e-07	6.96338949356007
DLG1	-0.285995455307257	12.223112777933	-5.57239172558245	4.92428715620896e-08	1.13122796877569e-07	6.96338068938305
CARMIL3	0.339881884357544	8.8446376047486	5.57170852266129	4.94210218965607e-08	1.13508185142428e-07	6.95987040527971
RDH8	-0.463158326256988	8.19893703687151	-5.57168389156441	4.9427456343331e-08	1.13508185142428e-07	6.95974385791761
RIC8A	0.291875511173192	12.3143755349162	5.57011343544744	4.98393984556537e-08	1.14434718863466e-07	6.95167628606911
MYRF	-0.515871970391058	7.66708459022346	-5.56991738129972	4.98910589204027e-08	1.14533846388553e-07	6.95066927294376
PTPN1	0.38744294134078	12.5996656103352	5.56961910018263	4.99697562751686e-08	1.14694997648771e-07	6.94913723810528
CD300A	0.250490044692743	11.0227149441341	5.56909858602016	5.01073762260346e-08	1.14991315441175e-07	6.94646393274574
C3orf18	-0.640835505586599	9.07084313659218	-5.56855272206689	5.02520947316633e-08	1.15303820151176e-07	6.94366065940724
6-Sep	-0.378452122905033	12.6767010251397	-5.56744599567797	5.05467576989461e-08	1.15959292159779e-07	6.93797779799792
MORC4	0.44372302513967	11.7536413980447	5.56741531027971	5.05549515174136e-08	1.15959292159779e-07	6.93782024697299
EFNA3	-0.307899184357547	12.6134294692737	-5.56680695625826	5.07176653700961e-08	1.16312742437811e-07	6.93469686661084
ITLN1	-1.16009123296089	6.74431957849162	-5.56272706253938	5.18221438942385e-08	1.18825490179924e-07	6.91375750687415
KRT75	-0.922577620111722	12.4988082558659	-5.56181235016415	5.20729616492021e-08	1.19380316767641e-07	6.90906467482534
OR2AK2	0.436227992737432	6.34645805670391	5.56156513665711	5.21409511183907e-08	1.19515881500181e-07	6.90779648441757
CD36	-0.609005502793295	11.8276548351955	-5.5607134173802	5.23758559558563e-08	1.20033933469485e-07	6.90342757921314
SPATA3	0.449620745251398	4.37786100391061	5.55853808550589	5.29804983988115e-08	1.21399022821118e-07	6.89227174274088
MAST1	0.342156273184353	8.68190377122905	5.55832395791449	5.30403819774386e-08	1.21515605161894e-07	6.89117382283456
MIPEP	-0.45628201675977	11.4245662402235	-5.5565399978935	5.3541856787516e-08	1.22643662449625e-07	6.88202811319651
DKK2	0.438228880446928	9.45005936145251	5.5564007445913	5.3581194735003e-08	1.22712939876804e-07	6.88131431654173
C1D	0.350704511173191	11.6552748282123	5.55473579124113	5.40537148025736e-08	1.23774109544532e-07	6.87278112114141
RBMX2	0.306640871508385	11.5721673854749	5.55312103693594	5.45158605590558e-08	1.2481116769323e-07	6.86450726262958
KIAA1211	0.436365782122904	6.44162305251397	5.54825867580964	5.59308196507614e-08	1.2802891948556e-07	6.83960519183205
ARF1	-0.236707438547475	13.1846349092179	-5.54686851922254	5.63418853912034e-08	1.28947998892283e-07	6.83248902961257
IGBP1	-0.355533946927363	12.1455908756983	-5.54660007810953	5.64216006924755e-08	1.29106289897678e-07	6.83111506217507
GPR143	-0.788000060893856	8.81509266620112	-5.54657119711702	5.64301836235736e-08	1.29106289897678e-07	6.83096724336051
CNPY2	0.502141337988819	13.2302810349162	5.54365484537848	5.73034457471631e-08	1.31081996425194e-07	6.81604409960683
C11orf91	-0.769322135195535	9.90262084804469	-5.54340868080972	5.7377755296054e-08	1.31229733892365e-07	6.8147847637225
NPW	0.55075124581006	10.9885706731844	5.54311699700854	5.74659270880924e-08	1.31409120509527e-07	6.81329262023135
RALGDS	-0.369001011173173	12.4845295167598	-5.54282582975507	5.75540742189357e-08	1.31588389954307e-07	6.81180318520225
ZNF214	-0.571054491061457	8.61608859860335	-5.54068383946839	5.82065903721267e-08	1.33057721579109e-07	6.80084808942533
WASF3	-0.892417843016758	7.77835937178771	-5.54062589044285	5.82243430566752e-08	1.33075759689494e-07	6.80055176179333
OR52E2	0.636036684916196	6.74844033351955	5.54007379280152	5.83937425874142e-08	1.33440332341163e-07	6.79772869112275
KIAA2013	0.270222868715091	13.8913173561453	5.53987432203686	5.84550638405763e-08	1.33557844812858e-07	6.79670878481347
CLEC19A	0.230028849162016	9.1297403547486	5.53973126188793	5.84990819348867e-08	1.33635790016821e-07	6.79597732852085
WWP2	-0.25051630446927	11.6597530265363	-5.53904063033073	5.87120360297532e-08	1.34099562319819e-07	6.79244640284034
UQCR11	-0.321062167597766	14.9901780363128	-5.53579837261273	5.97219004386605e-08	1.36383030042187e-07	6.77587498430024
FEZ1	0.716468683798889	10.4513065268156	5.53431075676928	6.01908843618156e-08	1.37430760334744e-07	6.76827440801062
GSDMC	-1.07451013910614	11.3595030215084	-5.53373582772113	6.03730941415644e-08	1.37823470198997e-07	6.76533742294339
VPS4A	-0.229429178770951	13.3756138854749	-5.53348050356168	6.04541849048917e-08	1.3798524545105e-07	6.76403319973864
A4GNT	-0.733928810055867	5.15911697597765	-5.53334852993901	6.04961411630059e-08	1.38057657509488e-07	6.76335908420765
FBLN5	-0.545795689944129	12.4335788980447	-5.53289427623875	6.06407714484373e-08	1.38364316862565e-07	6.76103887969849
RABGAP1	-0.364992578212298	12.3957683561453	-5.52766440435867	6.23303393008388e-08	1.42195367459935e-07	6.73433768821432
EXOSC8	0.445539416201109	13.0733048505587	5.52544627770826	6.30606814586123e-08	1.43837193306713e-07	6.72301944176957
RNF111	-0.312303248603362	11.9067085572626	-5.5226304865486	6.39998116300742e-08	1.45954615199632e-07	6.70865706483569
GSG1L	-0.336692293296089	7.47671867290503	-5.52198210990063	6.42179794590516e-08	1.46427410412376e-07	6.70535079485538
GPR171	-0.711640892737428	10.2539057905028	-5.52170975127331	6.43098391880142e-08	1.46612091570039e-07	6.70396205298351
SIGLEC7	0.270983712290503	9.26470916899441	5.51988746587041	6.49277474578254e-08	1.47995781114172e-07	6.69467180593852
FAM212A	-0.345636083798889	12.9059433128492	-5.51945723697062	6.50744718971767e-08	1.48305172062236e-07	6.69247882093762
LRRN3	-0.458592919553075	9.43721382234637	-5.51840325510588	6.54352841807464e-08	1.49102283812055e-07	6.68710701975048
MYLK4	-0.640646207821232	6.67511981675978	-5.51606516719261	6.62426485094082e-08	1.50916477964875e-07	6.67519364100293
ZNF628	0.388145296089371	11.0233186731844	5.51591708018478	6.6294109406952e-08	1.51008222879374e-07	6.67443922923329
SLC10A2	-0.560559561452513	6.87637601424581	-5.51575651557719	6.63499502681925e-08	1.51109912053838e-07	6.67362127112644
GPER1	-0.688091431843571	10.0786120438547	-5.51543377537602	6.64623307047104e-08	1.51340312272926e-07	6.6719772089413
CCNH	-0.377620924580999	12.4659804064246	-5.51537190295983	6.64838962616198e-08	1.51363876523418e-07	6.67166203560665
TAS2R19	0.581434141340781	8.43571906731844	5.51527089638527	6.6519116610161e-08	1.51418515441551e-07	6.67114752228995
C1QBP	0.373868036312849	14.0321790349162	5.51501792439452	6.66074060011762e-08	1.51593917453174e-07	6.66985895338142
KLF14	0.413373420111737	6.45238736871508	5.51098316132235	6.80310768502943e-08	1.54807984994582e-07	6.64931373923718
TLL2	0.564916969832405	5.46337600167598	5.51008196220323	6.83530867476623e-08	1.55514508948399e-07	6.64472652334164
ZC3HAV1L	-0.355025525139673	11.596373575419	-5.50884224859018	6.87984757067244e-08	1.56501455021331e-07	6.63841726175072
F13A1	-1.21434739832402	11.1041383812849	-5.5070493327025	6.94476094901152e-08	1.57951465103592e-07	6.62929471473649
PGM3	0.342471444134093	11.2884466075419	5.50335308564808	7.08047085406339e-08	1.61010909512523e-07	6.61049573277677
DRG2	0.38168395530727	12.0985372234637	5.50255017838595	7.11028927049211e-08	1.61661741223286e-07	6.6064135846066
ST6GALNAC3	-0.69580462234637	8.21097116815642	-5.5009987505776	7.16825268814737e-08	1.62952159322541e-07	6.5985272274286
BCL11B	0.513594444692735	9.60509395921788	5.49878127824066	7.25189900650892e-08	1.64825880400592e-07	6.58725843555416
C16orf54	-0.747261298324027	9.56713965530726	-5.49823124137586	7.272793698228e-08	1.6527295076438e-07	6.58446384239999
CD9	-0.350507326815658	15.2064082192737	-5.49495935611996	7.3983008543193e-08	1.68096770042406e-07	6.5678451342418
TBX5	-0.621558660893857	8.25697506117318	-5.49231437233708	7.50129791363825e-08	1.70408272805782e-07	6.5544167252235
FMN1	-0.444990226256984	9.05440086173184	-5.49049044910503	7.57313340160397e-08	1.71987947897344e-07	6.54515997111522
UBE4A	-0.310282407821234	13.6078826648045	-5.49048412530693	7.57338362535955e-08	1.71987947897344e-07	6.54512788117055
NQO1	-0.578796379888276	12.1456095083799	-5.49005035722611	7.59056641956311e-08	1.72349155755653e-07	6.54292681121651
NFATC1	0.554645891061456	10.4198044678771	5.48969136506238	7.60481579341339e-08	1.72643647907672e-07	6.54110528800882
ABCB6	0.483310924022341	10.0929329692737	5.48950622909605	7.61217450640588e-08	1.72781636315292e-07	6.54016594904492
FAM155B	0.436173044134079	6.98592021089385	5.4879462203926	7.67445675737188e-08	1.74166026713717e-07	6.5322518737009
SNX6	0.25357093575419	12.4158807918994	5.48512122105367	7.78850648142507e-08	1.76724577871784e-07	6.51792522004319
OR4F21	0.356260204469274	8.10070555139665	5.4842929023889	7.82225835824295e-08	1.7746058218919e-07	6.51372568179407
GTPBP8	0.337044983240213	11.530035547486	5.48300211492329	7.8751383671808e-08	1.78630218737162e-07	6.50718251703243
SNUPN	0.350571117318438	11.308610349162	5.48254838861701	7.89380872940339e-08	1.79023621839612e-07	6.50488283054704
ZNF48	0.427591083798882	10.1730747122905	5.48235068530967	7.90195747070947e-08	1.79178313073019e-07	6.50388083271712
ZSCAN25	0.479689050279317	10.3838173715084	5.48213936702588	7.91067642507032e-08	1.7934587983854e-07	6.50280986540508
SUMF2	0.383729391061443	12.6808813882682	5.48175936849205	7.92637863884171e-08	1.79671683777138e-07	6.50088410946486
TMEM204	0.454269969273753	10.7690147891061	5.48115273955016	7.95150845554649e-08	1.80211043162822e-07	6.49781007037384
RCSD1	-0.65801366368715	9.1280135575419	-5.48099813092088	7.95792555089405e-08	1.80326192080209e-07	6.49702665069815
POLE	0.672252108938547	10.6885781578212	5.48010406333558	7.99513307756525e-08	1.81138894809714e-07	6.49249667427552
SEMA3D	0.824748938547486	7.77760992625698	5.47999074082197	7.9998611711255e-08	1.81215589463098e-07	6.49192254721362
FAM167A	0.657775111173187	7.63472143547486	5.47963198484375	8.01484728697543e-08	1.81524587597258e-07	6.49010504420745
PHF13	-0.426527488826824	12.0534500851955	-5.47925143241705	8.03077373019637e-08	1.81854775491307e-07	6.48817722768906
SLC41A2	0.765306343016766	10.0812184206704	5.4779613768918	8.0849929684316e-08	1.8305183744298e-07	6.4816428598396
CXorf57	0.779499918435759	8.68154562346369	5.47592815908443	8.17116961698472e-08	1.84971922180157e-07	6.47134688202918
PHGDH	-0.523833276536308	13.8548825544693	-5.47521677761938	8.20153146739474e-08	1.85628087254318e-07	6.46774529315982
GIMAP4	-0.584095698324019	11.4750922122905	-5.47448050151947	8.23307133980059e-08	1.86310690355977e-07	6.46401808455778
MIR1-1HG	-0.466486221787704	3.88120555223464	-5.46994664505816	8.42990331377992e-08	1.90732923065302e-07	6.44107595205955
SPTA1	0.625709498882689	6.44063381536313	5.46888236402584	8.47676667832896e-08	1.91761088947814e-07	6.43569282996255
MICU2	-0.311340703910609	13.6818110251397	-5.46878340625802	8.48113692316692e-08	1.91827793565562e-07	6.43519234769526
ZFHX4	0.432404079888261	9.18979972150838	5.46796128340125	8.51752890876574e-08	1.92618627609996e-07	6.43103472993604
TAS2R13	0.49027606815642	6.61763654972067	5.46580856111993	8.61354180314186e-08	1.94757260542219e-07	6.42015054781788
POM121L12	0.292996144692736	8.28911553268156	5.46348378283606	8.71841026278547e-08	1.97095372903379e-07	6.40840052550203
SFSWAP	0.268060935754185	13.1057283589385	5.46333941883467	8.72496315568781e-08	1.97210473740119e-07	6.40767101263592
SLFN5	0.388318268156423	13.9336440698324	5.46078285340589	8.84180578742842e-08	1.99817999155182e-07	6.39475465633148
MTCH1	0.238249997206715	14.0835991801676	5.45918644370718	8.9155364905124e-08	2.01450518089374e-07	6.38669182494941
FOXI3	0.372220120111725	9.47932519134078	5.45765586381832	8.9867879006193e-08	2.03026479040611e-07	6.37896334920336
FAM103A1	-0.359364019553079	12.1920322946927	-5.45624236143971	9.05308061263589e-08	2.04476623007481e-07	6.37182767287881
MRPS26	0.435698927374297	12.7961507597765	5.45622266169552	9.05400787364533e-08	2.04476623007481e-07	6.37172823522734
RBFOX2	-0.239703709497197	12.8379865195531	-5.45610256299877	9.05966288061328e-08	2.0457009857931e-07	6.37112202417239
ARRDC2	-0.349546991620114	11.3257507416201	-5.45541182288655	9.09225402519633e-08	2.05271667753052e-07	6.36763565888782
PRDM10	-0.336028731843575	10.6374984776536	-5.45491889379635	9.1155815270338e-08	2.05763896162252e-07	6.36514793179229
IQGAP1	-0.395548117318453	13.1640020307263	-5.45442799156859	9.13887092949657e-08	2.06255100054569e-07	6.36267062323734
MNX1	0.842454131843577	7.37201284078212	5.45202989745838	9.25347542591363e-08	2.08806064996853e-07	6.35057150164436
GAS1	0.817250745810062	11.7968576634078	5.45199828716235	9.25499536643083e-08	2.08806064996853e-07	6.35041204810094
ZP2	0.367376567597767	6.32379820223464	5.45056101936139	9.3243615231273e-08	2.10335898350184e-07	6.34316278741844
CASP8AP2	0.322519913407822	11.1969343310056	5.45028490408069	9.33774529110066e-08	2.10602598960575e-07	6.34177030856878
ERBB4	-0.572675586033522	3.90694106843575	-5.44948240873778	9.3767496745077e-08	2.11446958736308e-07	6.33772357829559
SPRN	0.318171879888258	8.53764629022346	5.44782047254522	9.45803048757637e-08	2.13244216206108e-07	6.32934456588336
FOXK2	0.41513485195531	10.9977221187151	5.4453147025096	9.58187720860259e-08	2.16000419400072e-07	6.31671527821282
ABCG2	-0.597668111173183	7.75743366675978	-5.44394463941044	9.65025714654092e-08	2.17505545240393e-07	6.30981213043251
NIN	0.340916416201114	12.1532367164804	5.44165213602834	9.76573842051765e-08	2.20071600277998e-07	6.29826450481547
HIF1A	0.399934351955311	13.2523890307263	5.44138916030804	9.77907097880747e-08	2.20335254279559e-07	6.29694012702196
OLFML2A	0.316812125698322	12.2198298170391	5.44036223617576	9.83130446675513e-08	2.21475162728537e-07	6.29176893175681
ACAN	0.585760131284903	10.474763372905	5.4380247327254	9.95121246214539e-08	2.24138976738758e-07	6.28000124961816
PABPC4	0.444457372067038	9.69502321899441	5.43757402595644	9.9744954823288e-08	2.24625904603713e-07	6.27773275206285
LPAR2	0.288944642458111	11.5449329329609	5.43701678994613	1.00033548948473e-07	2.25238229519556e-07	6.27492829198031
SPOP	-0.258970245810065	13.4447559329609	-5.4366583765768	1.00219600967234e-07	2.25619502077387e-07	6.27312459629404
GRIK1	-0.653147251396645	5.66128452513966	-5.43556115274153	1.00791262000395e-07	2.26868605410063e-07	6.26760350443714
ELP5	0.436828863128492	12.1751887807263	5.4353385334434	1.00907634297742e-07	2.27092664645385e-07	6.26648342759801
PRND	0.487746425139664	6.83898970418994	5.43441220724889	1.01393267051729e-07	2.2814753136502e-07	6.26182316910024
ADGRA1	0.361771829608932	6.36908057011173	5.4329276624851	1.02176290703913e-07	2.29871101493599e-07	6.25435597191003
RPL27A	-0.513350881564241	9.66413710167598	-5.43166138056168	1.02848833480139e-07	2.31345584094182e-07	6.24798799565077
LARP1B	-0.345009952513978	11.5559991019553	-5.42948952622897	1.04012371222238e-07	2.33923822878813e-07	6.23706894017505
ARSJ	0.673429615083802	8.13753061368715	5.42876304396642	1.04404420704478e-07	2.34766414428633e-07	6.23341735846909
MIA2	-0.292088712290498	12.3393694287709	-5.42775985924179	1.04948155613607e-07	2.3594975205765e-07	6.22837564460138
TMEM52	0.469230875419003	9.09727134217877	5.42745996890368	1.05111232435018e-07	2.36277023234739e-07	6.22686863676879
VPS33A	0.282408296089388	12.4874233854749	5.42653782800914	1.05614226152344e-07	2.37368149183832e-07	6.22223514052929
MRAP	0.397964287709497	7.51200952765363	5.42327835779999	1.0741096286452e-07	2.41366117051428e-07	6.20586258460981
PRPF8	0.306532150837972	13.9420545139665	5.4230007375292	1.07565362588787e-07	2.41672827634548e-07	6.20446846377236
SERPINC1	-0.614554746927377	5.03870303044693	-5.42269507393188	1.07735608203249e-07	2.42015031978465e-07	6.20293358834104
NOTCH2NL	-0.524021012290502	10.1003131558659	-5.42130172005921	1.08514988405246e-07	2.43725241934153e-07	6.19593785782554
EIF4ENIF1	-0.251001153631284	10.3159322891061	-5.41701466131737	1.10947497481396e-07	2.49147201034109e-07	6.17442303197251
TBCB	0.370614427374306	13.935357146648	5.41469068195193	1.12288203684297e-07	2.52115976791332e-07	6.16276606391469
BLOC1S2	-0.356484918994409	11.9874000851955	-5.41394928468558	1.12719219270169e-07	2.53041614512005e-07	6.15904814510849
SMOC1	0.655697672625692	7.59371459050279	5.41315981819383	1.13179947509482e-07	2.54033634679467e-07	6.15508964683246
FAXC	-0.749404373184355	7.99421489776536	-5.41091974731874	1.14497225241958e-07	2.56947539899381e-07	6.14386028022034
SLC25A4	-0.461952178770948	12.622748972067	-5.40847938779412	1.15949238030555e-07	2.60162789821135e-07	6.13163137117587
TBC1D12	-0.4442043122905	9.63997999469274	-5.40765618871633	1.16443064785122e-07	2.61227384241137e-07	6.1275072877804
ADAMTS3	0.864403507821228	6.15769673435754	5.40755918057866	1.16501393170636e-07	2.61314793790651e-07	6.12702132911662
ATP13A1	0.325987723463689	11.3803358952514	5.40733136102123	1.16638486591959e-07	2.61578816365613e-07	6.12588010463307
C2CD4C	0.485575135195527	8.77736493966481	5.40666144859411	1.17042524009904e-07	2.62441312560591e-07	6.12252452560761
OR52E8	0.355569248044691	5.67842988044693	5.4062358132745	1.17299939228168e-07	2.62974809759911e-07	6.12039270969071
GOLT1A	-0.71422177094972	5.60510000558659	-5.40560831081833	1.17680442963152e-07	2.63784036103783e-07	6.11725009223114
LKAAEAR1	0.247296600558652	14.7365276606145	5.40487227417097	1.18128287949419e-07	2.64743915892618e-07	6.11356431594739
CABP4	0.324134589944132	8.25425053854749	5.40478181077527	1.18183444970594e-07	2.64823548062636e-07	6.11311134098755
AKIRIN2	-0.222319754189952	12.9752115167598	-5.40388910064484	1.18729088626011e-07	2.66002045810957e-07	6.10864164283776
MAU2	-0.349612033519554	11.259719472067	-5.40297872144973	1.19288052568507e-07	2.67209990265509e-07	6.10408412406108
SCGB3A2	-0.653372698882663	9.75290442374302	-5.39938282749935	1.21520996897756e-07	2.72166694130841e-07	6.08608882657878
TMEM179	0.405036220670391	9.83694920251397	5.399289437365	1.21579527113709e-07	2.72252595232724e-07	6.08562160055027
OCLM	0.464140389944133	7.72125012793296	5.39892987814255	1.21805128789979e-07	2.7271252827144e-07	6.08382280845019
YIF1B	-0.573381082122909	8.36787042486034	-5.39813490841626	1.22305368884475e-07	2.737592935622e-07	6.07984611930375
SUCLA2	-0.392911399441319	12.2502108449721	-5.39812243445021	1.22313234095635e-07	2.737592935622e-07	6.0797837245617
MRPL37	0.37179883798883	11.8710309134078	5.39544152781529	1.24015077802874e-07	2.77522298486233e-07	6.0663766823092
OR1L4	0.448041536312846	6.01272807709497	5.39363120124091	1.25177264585879e-07	2.8007660559142e-07	6.05732655902652
DNAJC17	-0.395830927374297	11.1434233100559	-5.392910084459	1.25643145317403e-07	2.81072381119536e-07	6.05372229587972
RCBTB1	0.426403830726262	10.2163345047486	5.39257312367207	1.25861417384886e-07	2.81514000694788e-07	6.0520382496314
SERPINB5	-0.670385960893853	13.6342937681564	-5.39212372107095	1.26153098902596e-07	2.82119641463644e-07	6.04979238644259
BIRC6	-0.467982675977662	11.0807621592179	-5.39167658442904	1.26443961406209e-07	2.82723250242814e-07	6.04755800526858
CASZ1	-0.621466907821222	11.517946872905	-5.38950378718309	1.27866666863208e-07	2.85856991824408e-07	6.03670259018972
TRIOBP	-0.778669465921793	9.19654249050279	-5.38861685617881	1.28451870876187e-07	2.87117698460041e-07	6.03227250380678
UBA1	-0.207573999999985	14.3103188910615	-5.38753686445174	1.29167971488821e-07	2.88670521243815e-07	6.02687894587766
CACNA1F	-0.319868262011174	6.96103057569832	-5.38490752018137	1.3092763998711e-07	2.9255465706012e-07	6.01375165385525
COPS5	0.295050047486034	13.2475411550279	5.38445414574931	1.31233402008473e-07	2.93189325612968e-07	6.01148868309691
STRN3	0.395812586592182	10.9421069106145	5.38419408607004	1.31409102808443e-07	2.93533261595287e-07	6.01019069576295
RHNO1	0.410128438547488	12.0669250851955	5.38245721303529	1.32588437394449e-07	2.96118565739937e-07	6.00152313377897
TMPO	0.667609954189942	10.0862396446927	5.38237650501671	1.32643487273243e-07	2.96192490032291e-07	6.0011204323567
MT1E	-0.509402879888272	15.1252349594972	-5.38076379239982	1.33748163148934e-07	2.98609813622058e-07	5.99307470511156
LUZP1	0.26388259497207	9.97616602374302	5.3798385515967	1.34385963394317e-07	2.99984150544734e-07	5.98845966034368
SLC36A4	0.416279047486027	10.3435716801676	5.37880078304321	1.35104848192422e-07	3.01539004549875e-07	5.98328413788063
BBOF1	-0.504933329050278	9.66543376843575	-5.37833178461108	1.35430957807438e-07	3.02216858715656e-07	5.98094544443708
ARHGAP19	0.309544453072633	9.38943794664804	5.37792749439601	1.35712687252628e-07	3.02795469872183e-07	5.97892956237579
CALHM3	0.465165883798884	7.41266942849162	5.37443541471127	1.38169952630509e-07	3.08227036005306e-07	5.96152263716302
OR2AE1	-0.353286513407832	7.09625213603352	-5.37402915592421	1.38458614831045e-07	3.08819925376879e-07	5.95949818933892
ZNF770	-0.463685446927368	14.3250217653631	-5.3737783782295	1.38637094145563e-07	3.09166906032098e-07	5.95824859192289
ZNF701	-0.439686509497211	8.83998587877095	-5.37294286451535	1.39233345973297e-07	3.1044526942559e-07	5.95408567817213
TRPV1	0.507247185474863	7.2807898603352	5.37279824132958	1.39336806707303e-07	3.10624627409275e-07	5.9533651548863
KRT14	0.687627446927381	15.5683724944134	5.37234549673391	1.39661174762371e-07	3.11296315203738e-07	5.951109654997
RPL38	0.233153525139659	15.4780335335196	5.37017198703828	1.41228621682822e-07	3.14738071178861e-07	5.9402838375095
OAF	0.588748870949718	10.4860744824022	5.3665893597528	1.43849632456746e-07	3.20526245107551e-07	5.922447631666
ELOVL2	0.687414094413409	7.05412314776536	5.36651140075735	1.43907188350222e-07	3.20601551857007e-07	5.92205962344988
PCDH20	-0.963965667039108	6.70843966648045	-5.36606302709817	1.44238650020273e-07	3.21286950045157e-07	5.91982812477277
IL7R	0.670606324022353	11.4406321145251	5.36499449641652	1.45031556595629e-07	3.22999806024331e-07	5.91451082384838
PROB1	0.347880692178771	8.9698978472067	5.36464270842086	1.45293527038297e-07	3.23529843870425e-07	5.91276042798157
SPINT4	0.444677330167599	6.09749228519553	5.36278989529523	1.46680887255748e-07	3.26565235543485e-07	5.90354297693399
NUP133	0.401935399441349	12.3309233477654	5.36195078114706	1.47313428709238e-07	3.27919400693246e-07	5.89936940996066
NR2F2	-0.516575444134078	11.9080075935754	-5.36168601189739	1.47513566438653e-07	3.2831074806584e-07	5.89805262216604
ZNF217	0.300363472067044	11.9847068170391	5.36097742971067	1.48050479966961e-07	3.29451381377668e-07	5.89452887384026
OR10A6	-0.633700534636857	8.52633999692737	-5.36087160157489	1.48130831769806e-07	3.29575835762864e-07	5.89400262919995
GPAT4	0.461006195530715	11.109355877095	5.35907867721787	1.49498594075845e-07	3.3256413261778e-07	5.88508841732226
SATB2	0.538371786033519	7.70971790921788	5.35837021637331	1.50042429109696e-07	3.33718895402381e-07	5.88156673274415
GAS2L2	0.285389078212287	10.1581092877095	5.35776635882667	1.5050748386286e-07	3.34662774209523e-07	5.87856533348546
SLC5A10	-0.41289235865923	10.1267298597765	-5.35775479202883	1.50516405563776e-07	3.34662774209523e-07	5.87850784496155
PROX2	0.471124550837993	7.08644830446927	5.35747342904567	1.50733584681481e-07	3.35090443441828e-07	5.87710946609496
CPT2	-0.411507533519552	12.2331927081006	-5.35671414401313	1.51321183181176e-07	3.36341302231393e-07	5.87333611883248
SLFN11	0.54310979385475	10.3459494047486	5.35523799476329	1.52469924093205e-07	3.38838793760492e-07	5.86600154382925
LAP3	0.455051639664797	12.4976798365922	5.35501514686216	1.52644078650838e-07	3.39169964978497e-07	5.86489442431878
TK2	-0.529954944134078	10.8392178324022	-5.35436332430022	1.5315458440837e-07	3.40248265065287e-07	5.86165636272172
H1F0	-0.394387458100537	12.8105427765363	-5.35359027326659	1.5376218538964e-07	3.41541881423507e-07	5.85781650958013
TMEM167B	-0.363270787709503	11.6656115670391	-5.3527103353905	1.54456645849711e-07	3.43027975493087e-07	5.85344630975298
CDC42BPB	-0.356207159217881	12.4571615488827	-5.34999570242843	1.56618321872948e-07	3.47771537823525e-07	5.8399679809226
PHEX	0.534933633519552	7.54715128100559	5.34979308137626	1.56780843018096e-07	3.48075139138892e-07	5.83896218809109
GLT8D1	0.305425703910624	12.8180220027933	5.34938588098791	1.57107951432977e-07	3.4874398694466e-07	5.83694097992734
PSEN2	-0.485680159217882	11.2317815125698	-5.34885958936133	1.57531709016993e-07	3.49627118663702e-07	5.83432883659469
FEV	0.496290401117319	9.83704573519553	5.34790596601658	1.58302373190389e-07	3.51279760537924e-07	5.82959627607811
1-Mar	-0.567493184916211	10.7866731505587	-5.34750408067647	1.58628249449069e-07	3.51945017768125e-07	5.82760204938662
OR56B1	-0.608344543575419	4.90250705055866	-5.34712408648612	1.58936973935987e-07	3.52572008267666e-07	5.82571656805496
OR9A2	0.387580665363129	3.72542355670391	5.34707779584452	1.58974622390818e-07	3.52597559918096e-07	5.82548688777189
IL20RA	-0.623806796648054	9.79359642960894	-5.34670019709695	1.59282049286318e-07	3.53221359584153e-07	5.82361341935413
DISP3	0.457957018994414	4.88258634860335	5.34615324699068	1.59728379672334e-07	3.54152933831494e-07	5.82089990880889
ACTL6B	0.432031735754192	8.8588409226257	5.34514051464918	1.6055801279883e-07	3.55933928816726e-07	5.81587620018247
HLA-G	0.595194284357539	7.42694115949721	5.34458931369951	1.6101131494326e-07	3.56880204310834e-07	5.81314228193623
CEBPZ	0.328886938547475	13.1503773547486	5.34398113753311	1.61512914922114e-07	3.57933203146495e-07	5.81012604968798
