,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig
LYPD5,3445.01955201779,-1.10872826307124,0.201221081074241,-5.51000052853393,3.58832621258938e-08,9.1706200592199e-07,down
RNASE7,2700.79571917204,-1.24506816006682,0.227226295263343,-5.47941935427787,4.26723889795399e-08,1.05940897844082e-06,down
SULT1C2,392.46093283052,-1.16401828112094,0.213448369211153,-5.45339505484549,4.94171151837433e-08,1.1950440005187e-06,down
NLRP10,199.232424148434,-1.45021765049935,0.266206009509715,-5.44772694339355,5.10175990789912e-08,1.22062319498565e-06,down
WNT7B,1423.04033660705,-1.07065549676141,0.201592949118567,-5.31097690391795,1.09039149984916e-07,2.32444595560263e-06,down
ENDOU,523.576745016208,-1.09307676082005,0.20767440010314,-5.26341600253656,1.41403126908395e-07,2.89105120379072e-06,down
HRH3,1682.95923878779,-1.2041834471109,0.229294176628053,-5.25169659700628,1.50704561081036e-07,3.06266166751129e-06,down
S100A12,8678.45978035528,-1.2080446973809,0.233854133981549,-5.16580432773626,2.39407146734526e-07,4.56939185012121e-06,down
LCE3A,13055.0005859499,-1.16285026224725,0.225698267960709,-5.15223387735384,2.57401740410211e-07,4.86467658976945e-06,down
RAB3B,848.440358414203,-1.30436120841333,0.25439176292415,-5.12737202423586,2.93814569455769e-07,5.39419564657979e-06,down
PCDHGC5,425.347734332906,-1.03179316486302,0.201362662528239,-5.12405404213565,2.99035212307125e-07,5.48258309085917e-06,down
PADI1,1248.65799459557,-1.1165826377399,0.218868745671302,-5.10160842890192,3.3677898371705e-07,6.05686124677571e-06,down
LEP,359.087573637264,-1.16822983507567,0.229001101927201,-5.10141578029196,3.37122033035731e-07,6.05686124677571e-06,down
SRY,87.5689957368443,-1.28191276137392,0.252635943030829,-5.07415036037643,3.89231197471732e-07,6.83002051844416e-06,down
FRMPD2,1749.08225243035,-1.48761597051502,0.294353519467073,-5.05384128991681,4.33011475200565e-07,7.4815068455268e-06,down
RNASE10,1436.41597045324,-1.60146608080463,0.318978570158701,-5.02060712106098,5.15084161778055e-07,8.64378070816878e-06,down
OR2L5,139.645458081542,-1.23172308927088,0.246873785909555,-4.98928261958982,6.06039283622364e-07,9.9125989008487e-06,down
SLC44A4,300.081203068689,-1.06536328854217,0.215215996001156,-4.95020494915464,7.41353699732987e-07,1.17553781717943e-05,down
LCE3D,10950.8119844836,-1.41752850054662,0.289106041562756,-4.90314381838652,9.43148792602297e-07,1.45118013767108e-05,down
MAGEC2,119.334570188746,-1.3832511932864,0.283656896379756,-4.87649414112788,1.07987894070475e-06,1.62451353688628e-05,down
FETUB,1442.2487500387,-1.41948946772682,0.291331779994773,-4.87241545619324,1.10242036747435e-06,1.64923064730586e-05,down
TCHHL1,66.95765760065,-1.20385578197061,0.247947971035558,-4.85527579412201,1.20219306554337e-06,1.78120626701749e-05,down
CNTN5,116.81196365145,-1.29097236860139,0.27032398785963,-4.77564857940668,1.79128974451148e-06,2.48935775617281e-05,down
ATP10B,964.121117987278,-1.00162145470596,0.210811912561145,-4.7512564282412,2.02156569683225e-06,2.7530263281662e-05,down
TMPRSS11A,4245.85949592464,-1.12282709751633,0.238564940339279,-4.70658888904416,2.51896176520803e-06,3.30329155099292e-05,down
CWH43,2171.21121319555,-1.30671284082815,0.277802093798747,-4.70375447124886,2.55420390657477e-06,3.34300945832395e-05,down
CDSN,7170.77852868032,-1.44382349536451,0.307566132817537,-4.69435136482033,2.6745399043028e-06,3.47021552583288e-05,down
RPTN,361.932937194457,-1.51871264117603,0.324553689675699,-4.67938800108408,2.87732481886043e-06,3.6698129589511e-05,down
SPRR2G,9249.48826557849,-1.53069828378421,0.33135181160493,-4.61955610373802,3.84561887953084e-06,4.61322629674146e-05,down
FAM133A,110.276486656115,-1.46352544030193,0.319009763490635,-4.58771363072997,4.48126765657756e-06,5.23452763070297e-05,down
SLC34A2,148.674429108089,-1.04888574784937,0.229914557028348,-4.56206758461163,5.06523360554941e-06,5.79730808085528e-05,down
C6orf58,306.121211606899,-1.23368959401181,0.275033222707838,-4.48560207332602,7.27083277718056e-06,7.81151413178936e-05,down
LIPK,219.998702175691,-1.04438521434629,0.235347791403188,-4.43762487899063,9.09569534916341e-06,9.49979203108445e-05,down
TFF2,352.251391102223,-1.0196046129964,0.230138795166014,-4.43038998383953,9.40628258670809e-06,9.72631243103747e-05,down
SPTLC3,1439.0898845149,-1.00474380569468,0.227432640041862,-4.41776433457282,9.97270697754958e-06,0.000102089264909318,down
SYT5,82.2567833088379,-1.13324635174544,0.257404338980758,-4.40259226488857,1.06965076590971e-05,0.000108199905810987,down
DSC1,3203.16139896064,-1.45154732892052,0.329735762907221,-4.40215315476394,1.07181850878783e-05,0.000108337969719723,down
BPIFB1,724.640783405484,-1.48582835371301,0.340024489216255,-4.36976865148095,1.24378236966683e-05,0.000123227601294304,down
MAGEC1,267.085442650176,-1.63074384666918,0.376381802410186,-4.33268515169066,1.47301692436201e-05,0.000141257198535691,down
TCN1,931.000284388574,-1.25383599435754,0.289575414665558,-4.32991176341972,1.49169100341185e-05,0.00014266489902562,down
SNX31,1071.44117287509,-1.11367063435174,0.260206761662809,-4.27994502231612,1.86939486349303e-05,0.000172188493433276,down
SPINK6,1773.0509034578,-1.44812833649585,0.341557759755995,-4.23977583624619,2.23743105611544e-05,0.000200477388255125,down
ARG1,1151.92755838277,-1.12572243623234,0.267268910480743,-4.21194681494185,2.53179162906537e-05,0.000221700170295964,down
GDPD2,1009.87425779674,-1.06274013706769,0.255216360384441,-4.16407527897839,3.12616967044617e-05,0.000263324179357057,down
IL17C,86.7568896416226,-1.04330728522927,0.256330937065171,-4.07015749707969,4.69813652621829e-05,0.000365398583774004,down
FLG2,140.550024791974,-1.26335227181785,0.310467999506089,-4.06918675621211,4.71775209146189e-05,0.000366712826740707,down
TNFSF18,532.672478589612,-1.06234473940646,0.286524697822318,-3.70768993905459,0.000209158527915984,0.00124060886843881,down
LCE2B,462.587944778494,-1.13186144252055,0.319405816182167,-3.54364693808523,0.000394633334571007,0.00205431577140206,down
S100A7A,3623.88862165496,-1.15695077479049,0.355120445743738,-3.25791091066991,0.00112235635762288,0.00477310957761207,down
SOST,2714.23830614749,-1.07131070691178,0.338965997104915,-3.16052558681922,0.0015748477238501,0.00626126857344273,down
