,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MKRN3,513.30290461831,0.194759641044746,0.193247731082957,1.00782368803668,0.313539111837673,0.511870636176437
TPSG1,6433.91788693381,0.0274596115090652,0.128005384020239,0.214519191667152,0.830142202509249,0.90917448913723
AMMECR1,5629.92455939471,-0.544271040022133,0.0993731590058812,-5.47704274944024,4.32492760410939e-08,1.27983712916342e-06
ANG,1198.29054827778,0.278158056885345,0.132028962170489,2.10679575384497,0.0351352877261947,0.111661698675759
FAM173A,3542.04629136865,0.00492182575412695,0.1092220284773,0.0450625741230384,0.964057432624729,0.980424797307999
BACE2,6005.0705958695,0.0856955355712002,0.104995892830439,0.816179883432128,0.414397260544871,0.607284604017429
RPS6KC1,5074.48865353958,0.219105007805998,0.0723658305611403,3.027741215806,0.00246388985012354,0.0145759446021776
C9orf40,392.734640880229,0.127754362621295,0.149597654681232,0.853986400345104,0.393112524701756,0.58712348670671
SMPDL3A,2142.87381561107,-0.390091946716578,0.147208249708785,-2.64993264635833,0.00805078189470495,0.0367141773866673
FLT4,668.986924378572,0.173885170545045,0.113632770842449,1.53023788169467,0.125957857838277,0.279735900867298
RELN,50.4235739645195,0.155005655890628,0.226335416823424,0.684849318176115,0.493439010442854,0.67540274115602
HFE,769.457135743496,-0.154743883724623,0.10926356120801,-1.41624418986335,0.156704021880692,0.325317549424317
PLA2G5,363.988149949452,0.0969428686397107,0.116305996138433,0.83351565575626,0.40455397202441,0.598126793696996
SMCO3,28.7467564409797,0.134388871210241,0.128244736511842,1.04790944927265,0.294680328286968,0.49176556392584
SARS2,1795.64856521646,0.0326915193269769,0.116043726107457,0.281717249381535,0.778160326894568,0.878482008794052
MOCS2,5120.39430559909,-0.0539814185744731,0.0882543240518732,-0.611657492756326,0.540764391078463,0.715077479842462
BPGM,11886.4667051567,-0.163276691741205,0.117618247287008,-1.38819184529065,0.165078634782521,0.337510772387172
MURC,276.494276482987,0.299619118137968,0.0952990472689376,3.1439885993029,0.00166661932583267,0.0106534160032146
SLC41A3,4045.52569247122,0.0861649673547952,0.0667967298937765,1.28995786907262,0.197065286544332,0.379777060358358
WDR78,69.948250492012,0.62949466227418,0.165409833047073,3.80566651134359,0.000141422831889617,0.00140630780657221
ABHD2,9260.89591628031,-0.034346292006866,0.128835880556778,-0.266589492449113,0.789785246748074,0.88553071205804
ITIH2,377.647170070613,0.0356069081934399,0.107228035202101,0.332067151340868,0.739838553506506,0.854887946653262
CCDC159,2016.65454304028,-0.248678605943065,0.126072762482065,-1.97250064999918,0.0485524821806822,0.142087875633512
ANKRD52,2374.36765534815,0.217142732387634,0.108711220568385,1.99742704802987,0.0457788119929417,0.135886337226739
NXPH3,122.788071988151,0.232650683190409,0.118147005462879,1.96916275853904,0.0489344039404465,0.142722542171378
RNASET2,13803.6246560295,0.132403581172152,0.092442617283573,1.4322785860335,0.152064109001288,0.318811529151888
NPM3,8052.07311679861,0.142830044272548,0.120349227868117,1.18679651546303,0.235307893635995,0.425407920247068
SFMBT2,358.221831727518,-0.104064292535514,0.156802839225818,-0.663663317892142,0.50690582200884,0.687594206090399
CD300LG,4266.91288871899,0.155948387506777,0.100018154562097,1.55920080898869,0.118948859444445,0.269447021880702
ST6GALNAC3,315.626587475347,0.337993655896756,0.164232608564055,2.05801794693488,0.0395884106406209,0.122412010353927
NQO1,5145.44640170983,-0.187024466575349,0.171382879542935,-1.09126691694135,0.275155450517143,0.471725022141827
RRAGA,13724.8480403758,0.0626004844358772,0.0751226110021582,0.833310818151392,0.40466945664071,0.598160767653603
HACD3,14798.1610421545,0.277717967587277,0.0688307419130587,4.03479549789057,5.46498742386662e-05,0.000631915512404937
KIAA1324L,2850.00153072456,0.779082379403219,0.159997795190516,4.86933197095331,1.1197615362079e-06,2.29982186834857e-05
HIF1A,12699.0904361417,-0.162331115403114,0.107560395409785,-1.50920898705013,0.131245384278494,0.287690905694282
TRIM17,246.474847434983,-0.170908314149494,0.106847629389701,-1.59955176474855,0.109698056317784,0.256189957070298
PTF1A,68.0701661449955,-0.187858927908825,0.124730982897605,-1.50611278404695,0.132038223366079,0.288865724076179
GPAT4,2953.06703128892,-0.133511931631529,0.110153290916473,-1.21205576810926,0.22549103376616,0.413437218453782
MRPL51,19115.4139957393,0.194702727947412,0.0885749903650981,2.19816820916226,0.0279371212482137,0.0945441184498348
TMED5,5137.15484178163,-0.0934220829392753,0.0854582386535935,-1.09318989498442,0.274310432829589,0.470754798499615
RAB5A,3641.96127455507,-0.208594381290773,0.0927981746534491,-2.24782849522374,0.0245871281105367,0.0861091893910156
DYNC1H1,32095.2358986775,0.0387655428218951,0.0547206981391078,0.708425589223068,0.478681006170771,0.663447154608503
OR10H4,174.222513200016,-0.116439741648036,0.120782413239628,-0.964045497393922,0.335023115992382,0.533363905678353
PEX5L,64.6797720727761,0.270105190219356,0.175226053218493,1.54146706644449,0.123203152323002,0.275705362760628
LYSMD2,2455.62522241234,0.072926211296832,0.126289204898655,0.577454037780617,0.563632778993966,0.733853793877323
DIAPH3,1748.16250876904,0.335410755067992,0.101845923957309,3.29331545176601,0.00099013317929462,0.0069407049981307
DCXR,13495.6735319369,-0.0878060388629437,0.0961693406731343,-0.913035674866314,0.361223779151473,0.558985513287841
ART3,1133.8416707109,-0.377341897169945,0.204544668877637,-1.84478969430232,0.0650681371530073,0.176134291422804
HLA-DQA1,17823.4621309829,0.196706893896134,0.155386700153872,1.26591847115194,0.205542272633482,0.389835133935484
ZNF354A,1773.01945295968,0.348048706659914,0.10631981754865,3.27360142901536,0.00106186273242085,0.00735941228109242
CD180,284.213722574847,-0.0894498157942597,0.229242298900332,-0.390197691365632,0.696390368622639,0.827208770615659
ZC3H12B,89.9020533054449,0.232128732305714,0.124826648614221,1.85960878452414,0.0629408955761761,0.172346681190122
SMC5,2541.6067572939,0.280294450985436,0.116220221182089,2.41175286137411,0.0158760388224273,0.0617559146352939
MLLT11,5198.40113324863,0.751925671934538,0.168798672541258,4.45457100233268,8.40611073732695e-06,0.000132359461247946
PCDH12,430.509715963338,0.141902041425586,0.12365338512437,1.14757910818908,0.251142358414649,0.444251415954093
SAXO2,141.116969933897,0.744786077820802,0.134506093353536,5.53719210224332,3.07359371971746e-08,9.46919489814325e-07
LRRFIP1,280.079779495304,-0.116301286504391,0.104654720239272,-1.11128562800122,0.266445423648933,0.461246253588031
TMEM200C,279.945974148462,0.90719307204338,0.182823288795063,4.96213079866595,6.97240144282823e-07,1.50056754496849e-05
PCNX4,2823.21800682421,0.143746011364988,0.11739423554728,1.22447248533847,0.220774039707969,0.40781997150162
GLTPD2,445.948687331873,-0.187126971537385,0.0776078071757753,-2.4111874609929,0.0159006733412079,0.0617627190749164
LMOD1,7119.11711648683,0.370236966452982,0.196758017454417,1.88168681125665,0.0598785514926504,0.165948074315429
DPH5,276.362968518339,0.259136750196347,0.143205389695211,1.80954607049271,0.0703662095658701,0.186700713808028
SLITRK1,336.373146141109,-0.14157610042194,0.157710461111498,-0.897696319091022,0.36934747239695,0.566811644777033
DPYSL5,91.824390798996,1.30560871079079,0.266840968561707,4.89283455171116,9.93939588339609e-07,2.07393830933331e-05
STRADB,1792.06243835186,0.106590289955338,0.0950358209458711,1.12158014624872,0.262040997032772,0.455708723804276
SAR1A,7752.54535100488,0.116352535975914,0.0821293427354406,1.41669873519766,0.156571027003776,0.325156243180124
INSL5,110.508540097871,-0.198274725124803,0.136517715159704,-1.45237359776241,0.146397753415856,0.310026880821337
ARVCF,410.005848790363,0.0617175897833891,0.0776305626134523,0.795016649443865,0.426603817267365,0.618529277510035
JMJD6,6552.37980060432,-0.0106597218035355,0.0939286856591907,-0.113487394492169,0.909644156254466,0.95247616272902
LTB,5217.72866095937,0.345436622364524,0.178230547850364,1.93814487208186,0.0526055502603404,0.151001764563504
POTEC,68.0782112717516,0.296971599250542,0.198801675065089,1.49380833513255,0.135225722341595,0.293413072403519
DBX2,26.2617583704451,0.626389234065604,0.192930020638305,3.24671729155063,0.00116744292293334,0.00796032076910684
CD300A,2420.87306882753,-0.11130997084936,0.0767853389191872,-1.4496253115,0.147163033665134,0.31115919402653
CERS1,467.21119209295,1.355556234659,0.245716216492498,5.51675527976555,3.45315753466556e-08,1.05422868264202e-06
ELN,6789.52838627819,-0.238323655849549,0.107139412899282,-2.2244256282568,0.0261198211550641,0.0898218314644329
RUFY1,3127.23289999569,0.179155088585942,0.0988635061989098,1.81214581066433,0.0699636695283709,0.186010164739578
SPERT,117.579483861133,0.199826524100815,0.203017354736904,0.984282966152207,0.324976402384464,0.522922916023844
SPRY1,2196.19982614331,0.0487777035657893,0.114701567209874,0.425257516111692,0.670648959956719,0.809530106955538
MYRF,199.669391300427,0.0920690492096099,0.122798034566056,0.749759957762871,0.453399289172641,0.641866280405872
CREBRF,3021.47412704903,0.182678631264538,0.10632229460199,1.71815922472687,0.0857675766620225,0.214800979858451
RANBP1,30120.8032527648,0.102799691280044,0.0544838321047061,1.88679260083038,0.0591882267226272,0.164541807044733
MIER1,8710.8045956462,-0.0558238405201681,0.0712368344035681,-0.783637299264549,0.433252963114226,0.62420418838595
LYSMD4,2544.82731299349,-0.332546012215026,0.107731974595124,-3.08679028175983,0.00202330287920693,0.0124054490964596
TMX3,4667.9283763565,0.213740405409896,0.0876735005838812,2.43791344005252,0.0147723108319174,0.0583540873436455
MYOZ1,283.61009328141,0.195961449572978,0.172912908869499,1.13329566227397,0.257090112752699,0.450425081989733
SPIN1,10498.9077052052,0.0673669847530507,0.133487490098363,0.50466889971045,0.61379140825625,0.770416692783238
PDCD2,5151.21136923276,0.0947383828775209,0.0813591781746692,1.16444616333425,0.244243248901789,0.436358850877894
COG2,6045.57945660853,0.17823912325526,0.0690161087573092,2.58257277126456,0.0098066678042441,0.0427426276971802
ZNF358,2401.14208641356,0.130217506276438,0.0694748062679523,1.87431262167484,0.0608873488783177,0.167984846813335
MYF6,110.806538429327,-0.0623147608600586,0.0952884628183975,-0.653959136467751,0.513138132799063,0.692013388366036
ZNF146,8599.91901934451,0.251638087468895,0.0955661866145064,2.63312889614346,0.0084602233529949,0.0381558335311876
RFPL1,235.198363038027,-0.170916209818301,0.108122182405619,-1.58076914482831,0.11393083192755,0.261989247391909
RBM26,3912.12705094716,0.115437060936994,0.0872795445601982,1.32261300764895,0.185964106269686,0.365908377078323
CDK1,11353.6623674842,0.354489272425921,0.117013930325302,3.02946214557899,0.00244989603332047,0.0145377735592025
ALMS1,5397.05303388656,0.32976073109506,0.154776379680154,2.13056237506338,0.0331252120092644,0.106976628813016
PACRG,237.187742445002,0.911191007830372,0.195418800354713,4.66276021639899,3.11996204589955e-06,5.58365621317885e-05
COLEC12,2850.77076859994,0.164481990033035,0.192384942522175,0.854962908617839,0.392571682049108,0.586575382302144
ACADL,64.7841006294515,0.3052071718984,0.254163588754027,1.2008296443822,0.229817290080101,0.418565867504506
BMX,266.894226015726,-0.290604632213149,0.160866572402001,-1.80649483527837,0.0708410801556835,0.187400418667083
FTL,73140.6206462036,0.00199930608982012,0.0547175766708947,0.0365386446451235,0.970852865299176,0.98349787437006
USP37,1953.33156951617,0.295975924936223,0.080360173587037,3.68311704324103,0.000230399306932992,0.00209501903487452
COL8A1,17627.7657523367,0.341038736979783,0.143996070632379,2.36838918924707,0.0178657312996443,0.0676811280621563
PSMB11,649.824163741975,0.0558209700451116,0.123071515752016,0.453565308788337,0.650141727283251,0.794692519696259
PELP1,9419.56114436129,0.216120547983884,0.0756788402276499,2.85575924966305,0.00429340553661664,0.0224593378444077
SORL1,11086.2642428916,0.255973214872617,0.123846479361986,2.06685903540659,0.0387474387317091,0.120280179030523
SGK2,174.066214648428,-0.125333334063902,0.129825279509701,-0.965400071058864,0.334344465903143,0.532410222196957
NUCB2,5985.90769985222,-0.119925787955608,0.105044710153597,-1.14166422831051,0.253593615299076,0.447027073134648
SHE,119.653959675578,0.029596862974386,0.184123513724165,0.160744613090129,0.872294550135087,0.931985730648999
TRIM5,2890.60279825137,-0.138165015523096,0.114874116089078,-1.20275150074676,0.229072497860182,0.417660354833845
WDR91,945.255729499171,0.0474521816336731,0.118660953782876,0.399897187077227,0.689232244195348,0.822713508913658
BEND3,2760.50662206152,0.113587246470923,0.0949477488698826,1.19631321250791,0.231574354648252,0.420857150387005
NEUROD1,357.372071250919,0.0247484138477693,0.0898543424095984,0.275428133845267,0.782987331937979,0.881130102341013
HLA-C,75835.1336039475,-0.0222662321991065,0.0539044112166818,-0.413068832337339,0.679556183871217,0.816264777973385
FBXO3,2608.45213384396,-0.135232440367322,0.089093508582867,-1.51787085858832,0.129046957627684,0.284721982705685
CLEC4A,1086.07833979229,0.278893799700929,0.189305200066632,1.47324954413699,0.140683760277152,0.301044507006008
HEPN1,82.454359136128,0.318439558925268,0.163627257735835,1.94612782327115,0.0516393871643654,0.148861758255917
HINT3,2416.99853654762,-0.0272879866535144,0.125198644031129,-0.217957525536217,0.8274622055026,0.908267686617037
PDE4B,4328.25185511422,0.568328875354285,0.16660451501355,3.41124533934786,0.000646668765507105,0.00493676816496815
LELP1,589.547113777429,-0.329041714357045,0.170712106972665,-1.9274656038879,0.05392163064465,0.153798030843143
PCDHB9,478.013123085059,0.414867006957546,0.154989834765749,2.67673688138693,0.00743429923808341,0.0344736886318548
LILRA6,3263.78254034782,-0.132786492535446,0.131422521285014,-1.01037851988453,0.312313975000177,0.510894020930099
PRR29,347.751237041471,0.0231113567923452,0.0833576718410538,0.277255305743349,0.781584075579035,0.88035855725071
NARS2,2207.6416240448,-0.123606457302909,0.125047002888208,-0.988479967116147,0.32291764077276,0.520738124125538
ALG9,368.387756754748,0.095872393178882,0.131482667461933,0.729163737164362,0.465901510290422,0.652597599381941
UBE2N,1653.89883740897,0.0320664503189144,0.126973669312885,0.252544094318462,0.800620535973901,0.891825450918922
KREMEN1,4903.01856072395,-0.0393868132139381,0.137416515649254,-0.28662357670653,0.774400559935698,0.876143301397863
RPS18,55062.9132500323,0.0079143719760408,0.0544678992851614,0.145303418709172,0.88447131563341,0.937971130618329
TMCO2,132.155630781785,0.115922333810334,0.12193711071429,0.950673122655424,0.341770336163052,0.540198560003539
DENND2C,3050.88827725239,-0.342492652823597,0.0964809472797389,-3.54984753446259,0.000385454318891039,0.00322862854072978
DPY19L1,5452.7381118765,0.135326440011941,0.152173810844176,0.889288631606351,0.373847979660595,0.571443660799735
CXCL12,1191.53821163955,0.213823946180497,0.133666826495364,1.5996784825883,0.109669927706404,0.256189957070298
CHFR,2742.87610053268,-0.0849919634915049,0.116672876579414,-0.728463769671908,0.466329739157495,0.65283260713676
SHROOM3,665.989806942005,0.375696453605354,0.148306661425198,2.53324058403706,0.0113013357023932,0.0478057128426628
ARGFX,3124.9846713883,0.229517464196777,0.181805900807726,1.26243132470992,0.206793623458097,0.391315825963197
FGFR1OP2,3774.58322597084,0.11321708538346,0.0918315295474708,1.23287814045321,0.217621232154377,0.404404217133351
EDAR,1112.03674411089,3.04522830765407,0.309143314079713,9.85053911555354,6.81772841547043e-23,2.87495085119869e-20
NIPA2,4252.56740885719,0.122612856394022,0.0916253438440312,1.33819804925086,0.180831884867555,0.35858125707609
SLC39A13,5042.84511221404,0.210471032266974,0.104332307182518,2.0173140798926,0.0436627472026063,0.130988241607819
KIAA1217,6400.04913637946,0.0656244524788845,0.0997994311138446,0.657563392360669,0.510818724149897,0.690265157588496
SLAMF6,1114.60179697107,-0.0840962177383378,0.221599551006164,-0.379496336326054,0.704319324369334,0.831139918062071
TNRC18,710.783659647063,0.0784221865369194,0.106959708829636,0.733193717475704,0.463440286610285,0.650542310154914
C3orf79,86.9403815984797,0.00899862921384746,0.190725390169131,0.0471810764464431,0.962368909532089,0.979748921710767
FAM234B,1516.22200946697,0.158665504963212,0.146494234950555,1.08308361087906,0.278771312816469,0.475211054177474
RNF212,947.193781411636,0.236203010556618,0.15185961555889,1.55540371735644,0.119849949341001,0.270987804357819
NT5E,1841.53166786523,-0.041477620310735,0.196845204552693,-0.210711865727123,0.833112114972901,0.910689475763617
TRIM61,1700.1894656391,0.181960516300133,0.117154700528184,1.55316445246991,0.120383851366983,0.271977686404593
CLOCK,3503.89600514443,-0.13287535398893,0.0630240394533622,-2.10832811005804,0.0350026180801582,0.111321884560876
VAT1,3648.41270254734,-0.360216255714034,0.130380588820237,-2.76280586683562,0.00573068400208111,0.0284510117454314
MRGPRE,767.900582710137,-0.191758915131204,0.123781496178127,-1.54917270393351,0.121340209295764,0.273312191548826
AWAT1,24.7535375055825,-0.262490115984854,0.122863076359441,-2.1364442740871,0.0326432185705162,0.105913234413303
CCNG2,233.397481507993,0.155151515411757,0.133729790302395,1.16018663501171,0.245972827231135,0.438355896019611
PDE10A,632.262269054697,0.0692948160900486,0.253059222471146,0.273828455700522,0.784216454619834,0.881924896961417
SLAIN2,358.441410169027,-0.375006766397938,0.135908622548884,-2.75925661937347,0.0057933022188581,0.02867748354412
NRG4,1631.78451881268,-0.236392897281066,0.196156505642906,-1.2051239213621,0.228155466366159,0.416833179413072
HTR1D,45.4968612950391,0.794291893237107,0.2288961001449,3.4700979734224,0.000520268551701081,0.00414678312856136
CXCL2,2492.36869385476,0.207894516880466,0.192394545245157,1.08056346719996,0.279891340635071,0.47639169058392
C8orf58,2874.67856631542,-0.0786958823294646,0.0880998655518171,-0.893257689288737,0.371719190612485,0.569285978677208
SPEN,6709.21821501244,0.0518263295533271,0.0967479578897611,0.535683963607586,0.592176988553703,0.753852479579591
DUX4,1674.43452448674,0.136628440017419,0.137591119440005,0.993003331708441,0.320708330839317,0.518605153264637
WDR36,1195.63736998211,-0.00651339525808245,0.096549318433202,-0.0674618460677044,0.946214035226957,0.971540185197876
NBPF20,11254.0159174269,0.175137028972107,0.0893014832782418,1.96118835368526,0.0498570549380373,0.144806521595755
TSGA10IP,4413.47671699801,-0.0202546585563689,0.135289750061787,-0.149713178915021,0.880990910103723,0.936291355512297
MAPKAPK5,6970.59437247014,0.137947578389066,0.0511872738698763,2.69495849182638,0.00703974000894684,0.0331452378509172
ADAP1,1087.2003673443,-0.0517756573546711,0.105636695927669,-0.49012946590191,0.624042288465563,0.777474530565443
PIP5K1C,2890.43546386103,-0.0408044297881227,0.0788486437372596,-0.517503255022265,0.604804897288519,0.764123370935732
ELMOD2,515.525271381367,-0.158232105802668,0.116194608725795,-1.36178526299853,0.173265663743762,0.348079033282466
CRACR2A,1381.95730746146,0.136368827819767,0.16100428152827,0.846988828653121,0.397001348239353,0.591034443197466
TOP2B,5342.28529677018,0.207704947932829,0.0780682849917367,2.66055476887719,0.00780120385444659,0.0358425075968343
ZFHX2,710.62504330886,0.549960722927063,0.161915655039448,3.39658770359836,0.000682316880249474,0.0051376183124553
BTK,579.085256108134,-0.324724664003901,0.180425456892062,-1.79977188140455,0.0718966656201447,0.189248024627053
C12orf71,48.0126287297582,0.132371982976402,0.106485002176694,1.24310447734933,0.213829336112503,0.399697057972312
REPS2,5275.83951119388,0.092042130980669,0.0885194966499168,1.03979501086279,0.298435147538872,0.495397205177701
DENND1A,1447.97470573331,0.114577806010159,0.129604755929741,0.884055567160453,0.376666217302969,0.573413124581032
OSBP,5040.32730514224,-0.0442453358652669,0.0736200993259529,-0.600995329677168,0.547843096968962,0.721510321149636
FAM84A,1213.5017433881,-0.468812595905207,0.159065705985861,-2.94728893949572,0.00320573508262585,0.0178384285381251
RGS12,2232.54319425503,-0.360205307322007,0.127131614999784,-2.83332597735519,0.00460663828032129,0.0238259781351688
CDH17,95.8465895350224,-0.152144107520496,0.152166397949573,-0.999853512803237,0.31738140428151,0.515869027869753
DNER,261.747783688633,1.31521079963795,0.294292627910789,4.46905792025696,7.856485628235e-06,0.000124577458363576
SYN3,363.700158513875,0.0178895600310997,0.152565031378552,0.117258587170681,0.906655141226835,0.950688046912341
XRCC3,2226.58646813563,0.179556307024651,0.116995934411054,1.53472262030744,0.124851977027705,0.27814967442824
CCKBR,59.8523289112984,0.714802271226687,0.186200632871189,3.83888207147598,0.000123595772103795,0.00126062082295435
ADAR,12153.2949970096,0.0282713901974426,0.0819425979508175,0.345014570009256,0.730083417233251,0.848276232479798
PKIG,4983.72260317655,0.485922223287754,0.128231221017877,3.78942210352978,0.00015099815059439,0.00148945105564379
ADAMTS2,1870.25121460018,-0.0589770603453795,0.131165158633505,-0.44963968297534,0.652970269639185,0.79655563501841
ACKR1,511.075517228929,0.00665676822758333,0.258257693048956,0.0257756822226452,0.97943625817859,0.987855061503991
SLC9A4,1404.48155560351,0.023300304702353,0.118612974564852,0.196439763759685,0.844265975528293,0.916682094768168
ZNF517,318.511056771046,-0.501322227709698,0.144432888695683,-3.47097002792745,0.000518581878953093,0.00413578243179257
GPR153,2421.42128068719,0.0103478316830707,0.138614742168511,0.0746517399317529,0.940491806423831,0.96887867745975
ACACA,658.545612893979,-0.276821356877474,0.153085737708554,-1.80827659729144,0.0705634623322241,0.187032677413285
SMAP2,7684.69868292505,-0.0404968455982585,0.109039084205333,-0.37139752129611,0.710341471487299,0.834669785462349
GDI1,12565.7878717855,0.0299031052130996,0.0812521587729223,0.368028439671008,0.71285202835331,0.836454371356483
MRPL27,6340.57159604242,-0.0546716914603029,0.124401960900628,-0.439476122920396,0.660316579366669,0.801931788130094
CX3CR1,383.650520107069,0.0366384118910451,0.199326350244658,0.183811181241588,0.854161584233442,0.92245349480961
RAD51,3674.51020218912,0.294159748355734,0.103640967589573,2.83825744970494,0.00453605796152661,0.023492638413769
DIRC2,7042.33918729178,-0.157787062759758,0.101385532277827,-1.55630748504997,0.119634992402722,0.2706831970963
ARHGAP12,2982.34550357683,0.0298444595431262,0.0785442240064557,0.379970136832382,0.703967582938474,0.830870162177185
FAM19A3,53.5788373617482,0.51620176190422,0.160565508610824,3.21489818311716,0.00130490797420926,0.00873000902527506
NBPF1,14501.301110514,0.0694144664543556,0.0692573573774482,1.00226848212026,0.316213940521491,0.514529231086096
PRICKLE2,675.37157245608,0.136922379435243,0.146021208938866,0.93768830179024,0.348404617352713,0.547243848976546
CEP135,2985.66151519189,0.39478519330953,0.0730393639183689,5.40510174418762,6.47716151757452e-08,1.81701952600731e-06
GPX6,464.607934852763,-0.853518242818529,0.150863311655689,-5.65756003531519,1.53540116812814e-08,5.12839192146564e-07
PSMD7,10833.9014545225,-0.0328058919470086,0.0633937015156094,-0.517494501231022,0.604811006471185,0.764123370935732
TTC21A,1302.81969026443,0.112912266405501,0.0870629620625146,1.29690357105499,0.194664367654708,0.37711439074815
DPYD,2572.26387077406,-0.0812873276567307,0.175162482571666,-0.464068140981463,0.642598926432579,0.789291075208696
CYSLTR1,1777.40781495746,0.0187345474952904,0.177511068041264,0.105540165478219,0.915947200495294,0.955900349844045
MCMBP,4319.52669322175,0.149335582782946,0.12807461086955,1.16600457943262,0.243612593963864,0.435583063921618
FA2H,1112.78777460764,-0.018762374847294,0.218653851640603,-0.0858085723462735,0.931618591869381,0.964356966493374
JAKMIP2,826.250318732293,-0.514588212780149,0.248269148292714,-2.07270301734568,0.0381999268001424,0.118854003283634
CERK,4114.33281750342,0.126687812684336,0.103277245078736,1.22667691791887,0.219944046517928,0.406787961035215
AK8,240.174439733817,0.74189386048611,0.229761817904073,3.22896931811297,0.00124237222977852,0.00838647867365252
BRCA1,3262.20256308481,0.369866228599955,0.0875327641599617,4.22546039930881,2.38452757126067e-05,0.000313614181740657
FCER1A,639.970848021856,0.151268832723555,0.202264752288151,0.747875400989563,0.454535316395284,0.642722368169125
CGREF1,1120.52195765217,0.303353115612564,0.193268008985605,1.56959818236218,0.116508621653938,0.265703454554375
TNRC6C,227.177312224382,0.14366457525078,0.0964907876069626,1.48889421274051,0.136515227760316,0.29512607550178
CCDC57,5053.97593212849,0.106614981580738,0.107802235675835,0.988986739582403,0.322669629563578,0.520733581953156
PLPP6,1852.53762863264,-0.0422817115944106,0.110817512050423,-0.381543591911468,0.702799931337606,0.830363564790269
DNAH17,1738.37886432647,0.0385108979199434,0.268845005138132,0.143245725916152,0.88609611810141,0.938907029262695
MYO10,2189.81100657089,0.449275280263216,0.129224110703651,3.47671404211508,0.000507598883587176,0.00405778396630649
RCC1L,2766.26098523902,0.0492396976601414,0.0850857742148325,0.578706583027809,0.562787173324668,0.733380083434026
ZPLD1,72.7880913508264,-0.315636804101717,0.24244130222297,-1.30191019932499,0.192947085448792,0.375000427919631
PRAMEF15,115.726818721828,0.0765006834025146,0.250020991114025,0.305977042414113,0.759622125518918,0.867170779939519
ZNF792,1117.96704448473,0.177629664603873,0.140328798911111,1.26581048211201,0.205580941390077,0.389841093748973
NUPL2,5656.46854475757,0.151481385745447,0.0917569241793565,1.65089868803086,0.0987592637761933,0.237423393086754
IL16,1084.68841775074,0.077172237078551,0.1414469632757,0.545591331841686,0.585346884103962,0.749646407857516
IGIP,1099.98633051536,-0.0299164267297318,0.115767855880708,-0.258417386260992,0.796084799881259,0.889271427559716
TOLLIP,17472.5229902463,-0.280890854059774,0.0928391539557829,-3.02556456076232,0.00248169416789006,0.0146363553765334
CDH22,6330.73266394333,-0.026761068371541,0.124356115920111,-0.21519704257033,0.829613696602976,0.908890738163559
RSPH4A,150.27082513093,0.384304340632474,0.126893229731313,3.02856457705593,0.00245718555125228,0.0145618189848916
SLC12A2,4862.72424836205,0.44022108114858,0.115090539584798,3.8249979775638,0.00013077316002168,0.00131887370802134
FBXL5,20204.0047768339,-0.00340752679999962,0.0743560201605158,-0.0458271810761743,0.963447994198966,0.980154345123707
EIF2B4,1828.46798276413,0.0406383689556999,0.0932685443776984,0.435713554090987,0.663044570453084,0.803946754757293
COA5,2069.8929264079,0.399601816334877,0.0887955990441134,4.50024348770208,6.78756682346755e-06,0.000109559122865875
ZMAT4,231.218472275763,1.59945078233857,0.25774448576334,6.20556741534784,5.44999017506118e-10,2.54471167551126e-08
CD84,691.751704757783,-0.149615187273016,0.167578699835219,-0.892805514186071,0.371961332877375,0.569527541795904
RPL28,395.948923033957,-0.10277131228413,0.0889524515161476,-1.15535109524749,0.247946680025603,0.440641709504213
SCGB3A2,887.747701444737,0.192746327842418,0.157449212344502,1.22418095951275,0.220883970311017,0.407855541239309
NACAD,1294.75939485227,0.240637506641305,0.0872046952693177,2.75945585152421,0.00578977095453263,0.02867748354412
C16orf52,3870.61190339804,0.202069910023918,0.0754392708772785,2.67857718763795,0.00739356890097477,0.0343460082194978
OR2D3,285.555181230486,-0.0154288621044567,0.0810408878134657,-0.190383675706636,0.849008488630358,0.919515213921631
CD36,4095.40593008119,-0.785179575538986,0.164468353096887,-4.77404656126425,1.80560607746263e-06,3.45600686656463e-05
HIST1H4A,11234.39357175,0.164257237396925,0.115799251542769,1.4184654495479,0.156054918983316,0.324569216516779
NKX3-2,162.642786338935,0.549872679938232,0.186338250108517,2.95093830503402,0.00316810190870719,0.0176519986685931
P4HB,23818.2416389685,-0.110472252715638,0.0487244074162068,-2.26728776344014,0.0233726524880702,0.0828884553676793
FAM122C,71.3670540484203,-0.200822265424628,0.17500408173652,-1.14752903721971,0.251163039299968,0.444251415954093
LRFN5,210.548829150501,0.194166921485364,0.194662331756616,0.997455027550622,0.318543692732636,0.516762273351069
FAM217B,3356.06118857019,0.113270234334399,0.0913499162558605,1.23995991432704,0.21499022118839,0.401049497923072
APOB,136.964638774015,0.0274537472054559,0.116895471942867,0.234857233981433,0.814319543547894,0.900100583276153
PARD3,16614.7703411809,-0.159451848358622,0.0976979638521305,-1.63208978029427,0.102660574336142,0.244364401145158
BAIAP2,9880.16877968557,-0.371212261009174,0.10424980139305,-3.5607958581101,0.000369732456814131,0.00311628343051211
RNF38,5522.99498908172,-0.0179085240427418,0.127752454262005,-0.140181448146691,0.888516629397419,0.940216703033938
